    PID    PPID COMMAND         COMMAND
  71384   71335 chrome          /app/extra/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=18 --enable-crash-reporter=, --user-data-dir=/home/emeric/.var/app/com.google.Chrome/config/chrome-auto --change-stack-guard-on-fork=enable --gpu-preferences=YAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAASAAAAAAAAAABAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAMAAAAAAAAAAwAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAMAAAAAQAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=4,i,9493664016914889093,2170669311384825538,262144 --field-trial-handle=3,i,18185364737216084071,10855610500090041034,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260908-010037.377000-production --pseudonymization-salt-handle=7,i,14936376685862208006,5488850732468498007,4 --trace-process-track-uuid=3190708988185955192
  71389   71309 chrome          /app/extra/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=18 --enable-crash-reporter=, --user-data-dir=/home/emeric/.var/app/com.google.Chrome/config/chrome-auto --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2102996315823524491,4141971985540481299,524288 --field-trial-handle=3,i,18185364737216084071,10855610500090041034,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260908-010037.377000-production --pseudonymization-salt-handle=7,i,14936376685862208006,5488850732468498007,4 --trace-process-track-uuid=3190708989122997041
  71401   71356 chrome          /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=, --user-data-dir=/home/emeric/.var/app/com.google.Chrome/config/chrome-auto --change-stack-guard-on-fork=enable
  71430   71356 chrome          /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=, --user-data-dir=/home/emeric/.var/app/com.google.Chrome/config/chrome-auto --change-stack-guard-on-fork=enable
  71449   71356 chrome          /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=, --user-data-dir=/home/emeric/.var/app/com.google.Chrome/config/chrome-auto --change-stack-guard-on-fork=enable
  71480 2000376 p11-kit-remote  p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
  71482   71356 chrome          /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=, --user-data-dir=/home/emeric/.var/app/com.google.Chrome/config/chrome-auto --change-stack-guard-on-fork=enable
  79785       2 scsi_eh_16      [scsi_eh_16]
  79786       2 kworker/R-scsi_ [kworker/R-scsi_tmf_16]
  79788       2 usb-storage     [usb-storage]
  79813       2 kworker/R-uas   [kworker/R-uas]
  91431       2 kworker/3:2H-kb [kworker/3:2H-kblockd]
  92189    1341 bash            bash -i
  93002   92189 claude          /home/emeric/.local/bin/claude --dangerously-skip-permissions
  96126       2 kworker/4:0H-kb [kworker/4:0H-kblockd]
  98249       2 kworker/u32:10- [kworker/u32:10-btrfs-endio-write]
  99146       2 kworker/2:1H-kb [kworker/2:1H-kblockd]
  99338       2 kworker/0:2H-kb [kworker/0:2H-kblockd]
 100690       2 kworker/1:2H    [kworker/1:2H]
 118890       2 kworker/u32:11- [kworker/u32:11-btrfs-endio-write]
 118892       2 kworker/u32:13- [kworker/u32:13-events_unbound]
 119710       2 kworker/u32:14- [kworker/u32:14-btrfs-endio]
 124554       2 kworker/u33:1-r [kworker/u33:1-rb_allocator]
 127788       2 kworker/u32:3-b [kworker/u32:3-btrfs-endio-write]
 128023       2 kworker/u32:6-b [kworker/u32:6-btrfs-endio]
 128896       2 kworker/7:0-eve [kworker/7:0-events]
 129318       2 kworker/u32:2-b [kworker/u32:2-btrfs-endio]
 129887       2 kworker/5:2-eve [kworker/5:2-events]
 129964       2 kworker/1:0-eve [kworker/1:0-events]
 130063       2 kworker/0:2-eve [kworker/0:2-events]
 130146       2 kworker/6:1-mm_ [kworker/6:1-mm_percpu_wq]
 130375       2 kworker/u32:4-b [kworker/u32:4-btrfs-endio-meta]
 130457       2 kworker/4:3-eve [kworker/4:3-events]
 130466       2 kworker/2:0-mm_ [kworker/2:0-mm_percpu_wq]
 130517       2 kworker/3:2-eve [kworker/3:2-events]
 130784       2 kworker/u32:7-b [kworker/u32:7-btrfs-endio-write]
 131054       2 kworker/u33:2-r [kworker/u33:2-rb_allocator]
 131338       2 kworker/4:0-eve [kworker/4:0-events]
 131499       2 kworker/3:0-eve [kworker/3:0-events]
 131629       2 kworker/2:2-eve [kworker/2:2-events]
 131712       2 kworker/4:1     [kworker/4:1]
 132629       2 kworker/5:1-eve [kworker/5:1-events]
 132631       2 kworker/1:1-eve [kworker/1:1-events]
 132859       2 kworker/0:0-eve [kworker/0:0-events]
 133204       2 kworker/6:0-eve [kworker/6:0-events]
 133208       2 kworker/7:1-eve [kworker/7:1-events]
 134012 2331032 sleep           sleep 300
 134343   71269 node            /home/emeric/.local/lib/python3.14/site-packages/playwright/driver/node /home/emeric/.local/lib/python3.14/site-packages/playwright/driver/package/cli.js run-driver
 135147       2 kworker/2:1-eve [kworker/2:1-events]
 135460       2 kworker/3:1-eve [kworker/3:1-events]
 135840     605 systemd-userwor systemd-userwork: waiting...
 135841     605 systemd-userwor systemd-userwork: waiting...
 135929     605 systemd-userwor systemd-userwork: waiting...
 135947       2 kworker/u32:1-b [kworker/u32:1-btrfs-endio-write]
 135954       2 kworker/1:2-mm_ [kworker/1:2-mm_percpu_wq]
 136022       2 kworker/5:0-eve [kworker/5:0-events]
 136155       2 kworker/7:2     [kworker/7:2]
 136180       2 kworker/u33:0   [kworker/u33:0]
 136277   47659 python3         python3 .autoport/reports/lighting-hdr/notes/essai43-rendu/build/run.py
 136279  136277 ps              ps -eo pid,ppid,comm,args
 507067    4545 Xwayland        /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.2UGBV3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
 507133    1158 gsd-xsettings   /usr/libexec/gsd-xsettings
 507144    4545 mutter-x11-fram /usr/libexec/mutter-x11-frames
 507149    1158 ibus-x11        /usr/libexec/ibus-x11
1271964       1 passimd         /usr/libexec/passimd
1567615    1158 adb             adb -L tcp:5037 fork-server server --reply-fd 4
1709179       1 sssd_kcm        /usr/libexec/sssd/sssd_kcm --logger=files
1709431       2 irq/153-mei_me  [irq/153-mei_me]
1710843    4521 gvfsd-mtp       /usr/libexec/gvfsd-mtp --spawner :1.9 /org/gtk/gvfs/exec_spaw/9
2000371    1158 flatpak-session /usr/libexec/flatpak-session-helper
2000376    1158 p11-kit-server  server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-2000371 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
2331032    1158 bash            bash .autoport/auto_push_builds.sh
2727800    1341 bash            bash -i
2728865 2727800 codex           codex
2730623 2728865 codex-code-mode /home/emeric/.codex/packages/standalone/releases/0.153.4-x86_64-unknown-linux-musl/bin/codex-code-mode-host
2746884    1341 bash            bash -i
2750535 2746884 bash            bash ./run-codex.sh
2750541 2750535 codex           codex --sandbox danger-full-access -c approval_policy="never" -c model_reasoning_effort="high" -c features.hooks=true -c agents.enabled=true -c agents.max_concurrent_threads_per_session=3 --dangerously-bypass-hook-trust -c hooks.SessionStart=[{"hooks" = [{"type" = "command", "command" = "python3 /home/emeric/code/jak-project/.autoport/codex/hook.py SessionStart", "timeout" = 30}]}] -c hooks.SubagentStart=[{"hooks" = [{"type" = "command", "command" = "python3 /home/emeric/code/jak-project/.autoport/codex/hook.py SubagentStart", "timeout" = 30}]}] -c hooks.PreToolUse=[{"hooks" = [{"type" = "command", "command" = "python3 /home/emeric/code/jak-project/.autoport/codex/hook.py PreToolUse", "timeout" = 10}]}] -c hooks.SessionEnd=[{"hooks" = [{"type" = "command", "command" = "python3 /home/emeric/code/jak-project/.autoport/codex/hook.py SessionEnd", "timeout" = 3}]}] -c developer_instructions="# Superviseur autoport — contrat de rôle\n\nTu es le **superviseur** du harnais autoport, dans `/home/emeric/code/jak-project`.\nTu es le seul interlocuteur de l'owner. Il te parle en français, en direct, souvent\njuste après avoir joué sur son téléphone. Le harnais, lui, ne lui parle jamais.\n\nVersion de ce contrat : 2026-09-03 (remise d'équerre). Il remplace les 434 lignes\nprécédentes, qui dataient du 20 mai et parlaient encore d'Opus 4.7 et d'atteindre\nGeyser Rock — objectif atteint depuis des mois.\n\n## Ton travail, en une phrase\n\nTraduire ce que dit l'owner en items de backlog exploitables, poser ses validations,\narbitrer les blocages, et lui rendre compte en trois rubriques. **Tu ne codes pas le jeu.**\n\n## Ce que tu fais\n\n1. **Tu traduis.** Chaque message de l'owner devient, le jour même, soit un nouvel item\n   dans `.autoport/backlog.yaml`, soit un `owner_feedback` daté ajouté à un item existant,\n   soit une validation. Ses mots sont recopiés **verbatim**, jamais reformulés : c'est le\n   seul contenu du backlog qu'on ne peut pas reconstruire.\n2. **Tu poses ses validations.** `./.autoport/autoport ok <id> \"sa phrase\"`. Tu ne poses\n   JAMAIS un jeton en son nom : s'il n'a pas dit oui, l'item reste `to-test`. Le harnais a\n   déjà inventé des validations qui n'avaient pas eu lieu, et il l'a payé cher.\n3. **Tu rends compte.** `./.autoport/autoport status` produit trois rubriques :\n   **En cours / À tester / Bloqué**. Tu les lui donnes telles quelles, en français simple,\n   sans liste de commits, sans jargon, sans détail technique qu'il n'a pas demandé.\n   Un item qu'il a déjà validé n'y apparaît jamais — le re-lister est la chose qui\n   l'agace le plus.\n4. **Tu arbitres les blocages.** Un item `blocked` doit dire pourquoi et ce qu'on attend.\n   Si l'arbitrage est à lui, tu poses UNE question courte, pas un dossier.\n5. **Tu entretiens les acquis.** Quand l'owner valide une feature, tu vérifies qu'il existe\n   un `acquis/<feature>.sh` qui la protège. Sinon tu l'ajoutes au backlog. C'est ce qui\n   empêche une régression de revenir trois semaines plus tard.\n6. **Tu commites ton propre travail**, sur-le-champ, sous `[autoport/supervisor]`.\n   Ne laisse jamais tes écritures être ramassées par le commit d'un worker.\n\n## Ce que tu ne fais pas\n\n- **Tu n'édites pas le moteur** (`game/`, `goal_src/`, `android/`, `common/`, `goalc/`).\n  C'est le travail du framework. Si un item n'avance pas, tu corriges l'item ou tu le\n  débloques, tu ne fais pas le travail à sa place. L'owner l'a répété : « laisse le\n  framework travailler au lieu de faire les trucs de ton côté ».\n- **Tu ne lances pas de campagne de mesure.** La preuve est produite par\n  `lib/proof_run.sh` et jugée par `validators/generic.sh`. Rien d'autre.\n- **Tu ne touches aucun appareil.** Ni `adb`, ni installation, ni lancement de jeu.\n  L'appareil de preuve est **celui qui est branché en USB**, quel qu'il soit — `lib/pick_device.sh`\n  le choisit et la preuve écrit lequel. La SHIELD reste **interdite**, comme tout appareil joint\n  par une adresse réseau.\n- **Tu n'ajoutes pas de règle en prose.** Une règle qui compte devient un hook, une porte\n  ou un champ de backlog. Le contrat (`DIRECTIVES.md`) est plafonné à 12 Ko et le\n  lancement échoue au-delà : c'est voulu.\n- **Tu n'inventes pas de preuve visuelle.** Tu es mauvais en vision, l'owner te l'a dit\n  et il a raison. L'œil, c'est lui ; le reste est programmatique.\n\n## Le cycle\n\n- L'orchestrateur tourne seul (`./launch.sh`), prend le premier item `open` du backlog et\n  travaille. Tu ne le relances que s'il est arrêté, et jamais pendant que tu modifies\n  le backlog.\n- Ton cron : `./.autoport/autoport status --changed`. S'il ne sort rien, **tu ne dis rien**\n  et tu ne consommes pas de tour. Ne remets jamais de contexte figé dans le prompt du cron :\n  l'ancien citait encore une phase du 26 août à chaque tour, des semaines après.\n- Quand l'owner signale un défaut sur une feature déjà validée : l'item repasse `open`\n  avec son retour daté, et son prompt est **régénéré**. On ne crée plus de clone `-2`.\n\n## Le ton\n\nL'owner travaille sur son temps libre, pas dans un studio. Il veut des réponses courtes,\nconcrètes, en français, qui répondent à ce qu'il a demandé. Quand il s'énerve, il a\ngénéralement repéré un vrai défaut avant toi : cherche le défaut, ne te défends pas.\nQuand tu ne sais pas, dis-le. Un « pas prouvé : X » vaut mieux qu'une mesure inventée.\n\nCLI active : Codex. Toute relance utilise ./launch.sh --backend codex.\nLa veille est .autoport/supervisor.sh --backend codex --watch --maintain --notify-supervisor.\nLis .autoport/codex/HANDOFF.md puis autoport status au démarrage.\n" Reprends le rôle superviseur. Lis le handoff et donne autoport status.
2751087 2750541 codex-code-mode /home/emeric/.codex/packages/standalone/releases/0.153.4-x86_64-unknown-linux-musl/bin/codex-code-mode-host
2773933    1341 bash            bash -i
2774508 2773933 codex           codex --yolo
2775264 2774508 codex-code-mode /home/emeric/.codex/packages/standalone/releases/0.153.4-x86_64-unknown-linux-musl/bin/codex-code-mode-host
2776949    1158 flatpak-portal  /usr/libexec/flatpak-portal
3739839    1341 bash            bash -i
3740744 3739839 claude          /home/emeric/.local/bin/claude --dangerously-skip-permissions
4098573    1158 python3         /usr/bin/python3 /home/emeric/.local/bin/sshx_spawn.py
4098574 4098573 sshx            /usr/local/bin/sshx -q --shell /home/emeric/.local/bin/sshx-tmux-shell
4190270    1341 bash            bash -i
4192802 4190270 claude          /home/emeric/.local/bin/claude --dangerously-skip-permissions
