case,sample,s4,s5,fade,before_frontier,after_frontier,context_defect,memory_defect,call_defect,unexpected,before_goal,after_goal,before_vf11z,after_vf11z,before_return,after_return
930,25,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
931,25,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
932,25,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
933,25,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
934,25,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
935,25,64,128,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
936,26,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
937,26,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
938,26,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
939,26,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
940,26,64,256,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
941,26,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
942,26,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,007fffff,007fffff,0,0
943,26,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
944,26,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
945,26,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
946,26,64,64,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
947,26,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
948,26,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
949,26,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
950,26,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
951,26,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
952,26,64,48,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
953,26,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
954,26,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
955,26,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
956,26,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
957,26,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
958,26,64,80,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
959,26,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
960,26,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,007fffff,007fffff,0,0
961,26,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
962,26,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
963,26,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
964,26,128,64,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
965,26,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
966,26,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
967,26,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
968,26,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
969,26,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
970,26,64,128,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
971,26,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
972,27,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
973,27,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
974,27,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
975,27,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
976,27,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
977,27,64,256,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
978,27,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,007fffff,007fffff,0,0
979,27,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
980,27,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
981,27,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
982,27,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
983,27,64,64,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
984,27,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
985,27,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
986,27,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
987,27,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
988,27,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
989,27,64,48,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
990,27,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
991,27,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
992,27,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
993,27,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
994,27,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
995,27,64,80,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
996,27,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,007fffff,007fffff,0,0
997,27,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
998,27,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
999,27,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1000,27,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1001,27,128,64,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1002,27,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1003,27,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1004,27,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1005,27,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1006,27,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1007,27,64,128,ff854321,quaternion,quaternion,1,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1008,28,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,3f000009,3f000009,0,0
1009,28,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1010,28,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1011,28,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1012,28,64,256,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1013,28,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1014,28,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,407fffff,407fffff,0,0
1015,28,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1016,28,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1017,28,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1018,28,64,64,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1019,28,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1020,28,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1021,28,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1022,28,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1023,28,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1024,28,64,48,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1025,28,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1026,28,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1027,28,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1028,28,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1029,28,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1030,28,64,80,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1031,28,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1032,28,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,407fffff,407fffff,0,0
1033,28,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1034,28,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1035,28,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1036,28,128,64,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1037,28,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1038,28,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1039,28,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1040,28,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1041,28,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1042,28,64,128,7fc12345,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1043,28,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1044,29,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,befffff2,befffff2,0,0
1045,29,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,be7ffff0,be7ffff0,0,0
1046,29,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,bebffff6,bebffff6,0,0
1047,29,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,befffff2,befffff2,0,0
1048,29,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1049,29,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1050,29,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,407fffff,407fffff,0,0
1051,29,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,3ffffffd,3ffffffd,0,0
1052,29,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,403fffff,403fffff,0,0
1053,29,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,407fffff,407fffff,0,0
1054,29,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1055,29,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1056,29,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1057,29,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1058,29,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1059,29,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1060,29,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1061,29,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1062,29,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1063,29,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1064,29,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1065,29,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1066,29,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1067,29,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1068,29,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,407fffff,407fffff,0,0
1069,29,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,3ffffffd,3ffffffd,0,0
1070,29,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,403fffff,403fffff,0,0
1071,29,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,407fffff,407fffff,0,0
1072,29,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1073,29,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1074,29,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1075,29,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1076,29,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1077,29,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1078,29,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1079,29,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1080,30,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1081,30,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1082,30,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1083,30,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1084,30,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1085,30,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1086,30,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1087,30,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1088,30,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1089,30,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1090,30,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1091,30,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1092,30,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1093,30,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1094,30,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1095,30,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1096,30,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1097,30,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1098,30,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1099,30,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1100,30,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1101,30,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1102,30,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1103,30,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1104,30,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1105,30,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1106,30,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1107,30,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1108,30,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1109,30,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1110,30,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1111,30,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1112,30,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1113,30,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1114,30,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1115,30,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1116,31,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1117,31,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1118,31,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1119,31,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1120,31,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1121,31,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1122,31,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1123,31,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1124,31,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1125,31,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1126,31,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1127,31,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1128,31,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1129,31,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1130,31,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1131,31,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1132,31,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1133,31,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1134,31,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1135,31,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1136,31,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1137,31,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1138,31,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1139,31,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1140,31,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1141,31,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1142,31,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1143,31,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
1144,31,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1145,31,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1146,31,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1147,31,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1148,31,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1149,31,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1150,31,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1151,31,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc00000,ffc00000,0,0
1152,32,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1153,32,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1154,32,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1155,32,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1156,32,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1157,32,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1158,32,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1159,32,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1160,32,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1161,32,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1162,32,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1163,32,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1164,32,64,48,00000000,quaternion,quaternion,1,1,0,0,2048,2048,7fc12345,7fc12345,0,0
1165,32,64,48,80000000,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1166,32,64,48,3f000000,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1167,32,64,48,3f800000,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1168,32,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1169,32,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1170,32,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1171,32,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1172,32,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1173,32,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1174,32,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1175,32,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1176,32,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1177,32,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1178,32,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1179,32,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1180,32,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1181,32,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1182,32,64,128,00000000,quaternion,quaternion,1,1,0,0,2048,2048,7fc12345,7fc12345,0,0
1183,32,64,128,80000000,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1184,32,64,128,3f000000,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1185,32,64,128,3f800000,quaternion,quaternion,1,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1186,32,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1187,32,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
1188,33,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1189,33,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
1190,33,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
