case,sample,s4,s5,fade,before_frontier,after_frontier,context_defect,memory_defect,call_defect,unexpected,before_goal,after_goal,before_vf11z,after_vf11z,before_return,after_return
3508,97,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3509,97,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3510,97,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,2c39a3bb,2c39a3bb,0,0
3511,97,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,32d662c8,32d662c8,0,0
3512,97,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,32566895,32566895,0,0
3513,97,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,2c39a3bb,2c39a3bb,0,0
3514,97,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3515,97,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3516,97,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3517,97,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3518,97,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3519,97,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3520,97,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3521,97,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3522,97,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3523,97,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3524,97,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3525,97,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3526,97,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3527,97,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3528,98,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,fe47ec30,fe47ec30,0,0
3529,98,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,fe47ec30,fe47ec30,0,0
3530,98,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,fe47ec30,fe47ec30,0,0
3531,98,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,fe47ec30,fe47ec30,0,0
3532,98,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3533,98,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3534,98,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3535,98,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3536,98,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3537,98,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3538,98,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3539,98,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3540,98,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,1e1368d3,1e1368d3,0,0
3541,98,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,1e1368d3,1e1368d3,0,0
3542,98,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,1e1368d3,1e1368d3,0,0
3543,98,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,1e1368d3,1e1368d3,0,0
3544,98,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3545,98,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3546,98,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3547,98,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3548,98,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3549,98,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3550,98,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3551,98,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3552,98,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3553,98,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3554,98,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3555,98,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,59773b0f,59773b0f,0,0
3556,98,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3557,98,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3558,98,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7de9c6ab,7de9c6ab,0,0
3559,98,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7de9c6ab,7de9c6ab,0,0
3560,98,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7de9c6ab,7de9c6ab,0,0
3561,98,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7de9c6ab,7de9c6ab,0,0
3562,98,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3563,98,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3564,99,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,1cd360ea,1cd360ea,0,0
3565,99,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ca60139f,ca60139f,0,0
3566,99,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c9e0139f,c9e0139f,0,0
3567,99,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,1cd360ea,1cd360ea,0,0
3568,99,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3569,99,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3570,99,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,b29e3ebd,b29e3ebd,0,0
3571,99,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,6027c053,6027c053,0,0
3572,99,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,5fa7c053,5fa7c053,0,0
3573,99,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,b29e3ebd,b29e3ebd,0,0
3574,99,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3575,99,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3576,99,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,9c0511c3,9c0511c3,0,0
3577,99,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,498d102f,498d102f,0,0
3578,99,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,490d102f,490d102f,0,0
3579,99,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,9c0511c3,9c0511c3,0,0
3580,99,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3581,99,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3582,99,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,1e22a03b,1e22a03b,0,0
3583,99,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,cbac6530,cbac6530,0,0
3584,99,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,cb2c6530,cb2c6530,0,0
3585,99,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,1e22a03b,1e22a03b,0,0
3586,99,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3587,99,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3588,99,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,b29e3ebd,b29e3ebd,0,0
3589,99,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,6027c053,6027c053,0,0
3590,99,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,5fa7c053,5fa7c053,0,0
3591,99,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,b29e3ebd,b29e3ebd,0,0
3592,99,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3593,99,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3594,99,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,46bda556,46bda556,0,0
3595,99,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,f44909d3,f44909d3,0,0
3596,99,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,f3c909d3,f3c909d3,0,0
3597,99,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,46bda556,46bda556,0,0
3598,99,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3599,99,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3600,100,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,d4f31e80,d4f31e80,0,0
3601,100,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,d4f31e80,d4f31e80,0,0
3602,100,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,d4f31e80,d4f31e80,0,0
3603,100,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,d4f31e80,d4f31e80,0,0
3604,100,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3605,100,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3606,100,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3607,100,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3608,100,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3609,100,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3610,100,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3611,100,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3612,100,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ef6d4dff,ef6d4dff,0,0
3613,100,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ef6d4dff,ef6d4dff,0,0
3614,100,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ef6d4dff,ef6d4dff,0,0
3615,100,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ef6d4dff,ef6d4dff,0,0
3616,100,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3617,100,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3618,100,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,46d6f5af,46d6f5af,0,0
3619,100,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,46d6f5af,46d6f5af,0,0
3620,100,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,46d6f5af,46d6f5af,0,0
3621,100,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,46d6f5af,46d6f5af,0,0
3622,100,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3623,100,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3624,100,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3625,100,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3626,100,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3627,100,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,e1ff93b5,e1ff93b5,0,0
3628,100,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3629,100,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3630,100,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,f22cfdf3,f22cfdf3,0,0
3631,100,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,f22cfdf3,f22cfdf3,0,0
3632,100,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,f22cfdf3,f22cfdf3,0,0
3633,100,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,f22cfdf3,f22cfdf3,0,0
3634,100,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3635,100,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3636,101,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,5d998138,5d998138,0,0
3637,101,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3638,101,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3639,101,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,5d998138,5d998138,0,0
3640,101,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3641,101,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3642,101,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ca607514,ca607514,0,0
3643,101,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,70cb475a,70cb475a,0,0
3644,101,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,704b475a,704b475a,0,0
3645,101,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ca607514,ca607514,0,0
3646,101,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3647,101,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3648,101,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,fc4f7e6e,fc4f7e6e,0,0
3649,101,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
3650,101,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
3651,101,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,fc4f7e6e,fc4f7e6e,0,0
3652,101,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3653,101,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3654,101,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,e02d8da1,e02d8da1,0,0
3655,101,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
3656,101,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
3657,101,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,e02d8da1,e02d8da1,0,0
3658,101,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3659,101,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3660,101,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ca607514,ca607514,0,0
3661,101,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,70cb475a,70cb475a,0,0
3662,101,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,704b475a,704b475a,0,0
3663,101,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ca607514,ca607514,0,0
3664,101,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3665,101,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3666,101,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
3667,101,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3668,101,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3669,101,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7f800000,7f800000,0,0
3670,101,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3671,101,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3672,102,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,f1da336d,f1da336d,0,0
3673,102,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,f1da336d,f1da336d,0,0
3674,102,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,f1da336d,f1da336d,0,0
3675,102,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,f1da336d,f1da336d,0,0
3676,102,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3677,102,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3678,102,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3679,102,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3680,102,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3681,102,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3682,102,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3683,102,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3684,102,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,f65c6762,f65c6762,0,0
3685,102,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,f65c6762,f65c6762,0,0
3686,102,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,f65c6762,f65c6762,0,0
3687,102,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,f65c6762,f65c6762,0,0
3688,102,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3689,102,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3690,102,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,562d063d,562d063d,0,0
3691,102,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,562d063d,562d063d,0,0
3692,102,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,562d063d,562d063d,0,0
3693,102,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,562d063d,562d063d,0,0
3694,102,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3695,102,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3696,102,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3697,102,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3698,102,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3699,102,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,7d0a40d9,7d0a40d9,0,0
3700,102,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3701,102,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3702,102,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3703,102,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3704,102,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3705,102,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,ff800000,ff800000,0,0
3706,102,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3707,102,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3708,103,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,58e9e2e9,58e9e2e9,0,0
3709,103,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,685e9a14,685e9a14,0,0
3710,103,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,67de9a14,67de9a14,0,0
3711,103,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,58e9e2e9,58e9e2e9,0,0
3712,103,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3713,103,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3714,103,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,2bfd64d4,2bfd64d4,0,0
3715,103,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,3b712b0d,3b712b0d,0,0
3716,103,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,3af12b0d,3af12b0d,0,0
3717,103,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,2bfd64d4,2bfd64d4,0,0
3718,103,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3719,103,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3720,103,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,e635b15b,e635b15b,0,0
3721,103,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,f5aced30,f5aced30,0,0
3722,103,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,f52ced30,f52ced30,0,0
3723,103,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,e635b15b,e635b15b,0,0
3724,103,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3725,103,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3726,103,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,d042a40e,d042a40e,0,0
3727,103,64,80,80000000,quaternion,quaternion,0,0,0,0,2048,2048,dfb93ff6,dfb93ff6,0,0
3728,103,64,80,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,df393ff6,df393ff6,0,0
3729,103,64,80,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,d042a40e,d042a40e,0,0
3730,103,64,80,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3731,103,64,80,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3732,103,128,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,2bfd64d4,2bfd64d4,0,0
3733,103,128,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,3b712b0d,3b712b0d,0,0
3734,103,128,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,3af12b0d,3af12b0d,0,0
3735,103,128,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,2bfd64d4,2bfd64d4,0,0
3736,103,128,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3737,103,128,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3738,103,64,128,00000000,quaternion,quaternion,0,0,0,0,2048,2048,8add8a68,8add8a68,0,0
3739,103,64,128,80000000,quaternion,quaternion,0,0,0,0,2048,2048,9a52da0f,9a52da0f,0,0
3740,103,64,128,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,99d2da0f,99d2da0f,0,0
3741,103,64,128,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,8add8a68,8add8a68,0,0
3742,103,64,128,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3743,103,64,128,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3744,104,64,256,00000000,quaternion,quaternion,0,0,0,0,2048,2048,42a3e000,42a3e000,0,0
3745,104,64,256,80000000,quaternion,quaternion,0,0,0,0,2048,2048,41f5d000,41f5d000,0,0
3746,104,64,256,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,42615400,42615400,0,0
3747,104,64,256,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,42a3e000,42a3e000,0,0
3748,104,64,256,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3749,104,64,256,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3750,104,64,64,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c1f6c000,c1f6c000,0,0
3751,104,64,64,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c1391000,c1391000,0,0
3752,104,64,64,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c1a9a400,c1a9a400,0,0
3753,104,64,64,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c1f6c000,c1f6c000,0,0
3754,104,64,64,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3755,104,64,64,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3756,104,64,48,00000000,quaternion,quaternion,0,0,0,0,2048,2048,c29b3000,c29b3000,0,0
3757,104,64,48,80000000,quaternion,quaternion,0,0,0,0,2048,2048,c1e8c800,c1e8c800,0,0
3758,104,64,48,3f000000,quaternion,quaternion,0,0,0,0,2048,2048,c2556200,c2556200,0,0
3759,104,64,48,3f800000,quaternion,quaternion,0,0,0,0,2048,2048,c29b3000,c29b3000,0,0
3760,104,64,48,7fc12345,quaternion,quaternion,0,0,0,0,2048,2048,7fc12345,7fc12345,0,0
3761,104,64,48,ff854321,quaternion,quaternion,0,0,0,0,2048,2048,ffc54321,ffc54321,0,0
3762,104,64,80,00000000,quaternion,quaternion,0,0,0,0,2048,2048,417e8000,417e8000,0,0
