frame_time_us
31668
31941
31957
32735
31676
33004
31579
30973
31385
32136
32503
32045
31982
32019
31869
32763
34397
32395
33165
39482
34191
37621
35452
36216
36122
34982
36635
35949
36446
36820
35111
35320
36036
35966
36865
36029
35367
35850
35879
34484
34301
36010
36321
36477
36918
34720
36725
36031
37974
36655
36198
35315
36318
36464
36316
37097
35743
36419
36021
35900
37030
34093
34237
32011
32358
30754
30313
30212
27750
27572
28605
26386
27125
27175
24488
23965
23442
25536
24741
23724
22828
24270
22361
24493
24092
23155
23041
22949
23162
19714
20120
19456
27462
19554
19644
25963
19108
18716
19582
26323
18585
19095
19864
26543
20213
19910
17839
25334
19028
18400
19014
27285
17986
16862
16553
16219
16271
16736
16709
15475
14705
15432
17082
16412
16648
16359
17053
16082
17577
16342
16596
16939
16735
16354
17216
16093
16755
16866
15931
16803
17711
16199
16645
17032
15864
17248
16933
16218
16797
17072
16575
16510
16871
19970
15430
14639
15896
17301
17238
16207
16550
16967
16660
16588
16913
16454
16605
16876
16536
16730
16964
16552
16625
17044
16551
16668
16900
16439
16512
16516
17429
15794
17855
16214
16487
17200
16523
16522
16734
17134
16397
16035
17315
16505
16937
16668
16531
17165
16551
16348
17069
16777
16511
16964
16634
16639
16292
17449
16547
16805
16549
16518
16940
16945
16486
16846
16950
16359
16711
17163
16645
16506
16992
15790
17440
16849
16095
17159
16849
16000
17176
17317
16735
16159
16786
16675
16627
17092
16122
16666
17063
16501
16586
17219
16276
16584
17056
16756
16562
16731
16640
16694
16932
16867
16518
16627
16776
16526
17055
16654
16584
16678
16708
16582
17017
16594
16533
16889
16816
16501
16848
16944
16389
16783
16868
16531
16720
16638
16767
16779
16815
16475
16772
16998
16605
16584
16562
16911
16666
16928
16666
16573
17002
17045
16715
17086
16003
16818
16949
17470
15475
16984
16662
19819
15904
15429
15515
16974
16783
16465
17054
16640
16197
17000
16673
16581
16857
16494
16778
17380
16587
15930
17209
16314
16581
16878
16742
19013
17444
15042
15178
19484
13599
16534
17759
19283
16000
15037
16117
16156
17921
16415
16191
16798
16923
16418
16888
16967
16549
16769
17045
16033
17572
16714
16669
16705
16959
16496
16860
17359
18790
18059
19309
19385
26751
19424
21275
22335
25202
25737
26068
29042
31792
33034
36068
36994
35593
37515
37776
39330
39905
39985
41430
43973
42398
43820
43108
45432
44134
42334
41899
42935
41127
42283
44189
43691
41957
39809
41680
42169
42030
39573
35392
32683
31996
32079
31125
28605
29598
29267
28089
27626
27694
27428
27449
27826
26970
25518
26112
25548
24465
20956
19564
19194
19112
26895
19393
17147
18965
17266
27057
17548
17172
16533
16337
16402
14845
14449
16836
16662
16403
16717
16812
16616
17080
16496
16373
17038
16714
16341
16862
16338
16706
20602
16689
13203
16629
16613
16347
16911
16727
16737
18306
15026
16722
16533
17006
16521
17047
16366
16608
16644
16776
16665
16917
16492
16666
16575
16863
16621
16993
16628
16476
16623
16572
16796
17274
16230
16666
16634
17038
16412
17156
16321
16533
16820
17189
16235
17219
16359
16561
16553
17095
16597
16630
16877
16629
16380
16955
16849
16687
16788
16736
16653
17233
16336
16560
16892
16828
16637
17167
