rel_frame,dpos,drot,x86_lvl,arm_lvl
2898,2532.8,381.30828,misty,misty
2899,2602.4,391.86851,misty,misty
2900,2632.1,396.40456,misty,misty
2901,2582.4,389.24543,misty,misty
2902,2611.4,394.02403,misty,misty
2903,2561.4,386.69694,misty,misty
2904,2589.6,391.15646,misty,misty
2905,2538.9,383.59018,misty,misty
2906,2605.9,393.82499,misty,misty
2907,2593.5,392.10712,misty,misty
2908,2581.4,390.42604,misty,misty
2909,2607.7,394.63285,misty,misty
2910,2556.1,387.00070,misty,misty
2911,2581.5,391.22045,misty,misty
2912,2529.4,383.57474,misty,misty
2913,2592.7,393.15484,misty,misty
2914,2501.7,379.35041,misty,misty
2915,2563.9,389.14663,misty,misty
2916,2587.7,393.20028,misty,misty
2917,2610.2,396.74703,misty,misty
2918,2594.9,394.53025,misty,misty
2919,2503.5,380.80467,misty,misty
2920,2563.1,390.16208,misty,misty
2921,2471.8,376.39751,misty,misty
2922,2530.5,385.60414,misty,misty
2923,2476.2,377.52314,misty,misty
2924,2496.3,380.83798,misty,misty
2925,2552.8,389.52489,misty,misty
2926,2461.5,375.63777,misty,misty
2927,2516.7,384.23501,misty,misty
2928,2425.5,370.49428,misty,misty
2929,2479.8,379.38152,misty,misty
2930,2460.9,376.88629,misty,misty
2931,2441.8,373.88875,misty,misty
2932,2493.8,381.84201,misty,misty
2933,2403.0,368.22605,misty,misty
2934,2453.9,376.62789,misty,misty
2935,2363.4,362.86406,misty,misty
2936,2412.7,370.62293,misty,misty
2937,2357.1,362.26539,misty,misty
2938,2370.7,364.61747,misty,misty
2939,2315.3,356.29301,misty,misty
2940,2327.8,358.51282,misty,misty
2941,2373.5,365.94243,misty,misty
2942,2284.2,352.46185,misty,misty
2943,2328.5,359.40983,misty,misty
2944,2272.7,350.90831,misty,misty
2945,2282.5,352.71602,misty,misty
2946,2226.9,344.38411,misty,misty
2947,2235.9,346.32397,misty,misty
2948,2276.2,353.03622,misty,misty
2949,2220.1,344.27408,misty,misty
2950,2227.4,345.36311,misty,misty
2951,2171.6,337.04300,misty,misty
2952,2177.6,338.41917,misty,misty
2953,2122.0,330.03471,misty,misty
2954,2127.2,331.11889,misty,misty
2955,2071.9,322.84280,misty,misty
2956,2105.3,328.53008,misty,misty
2957,2108.3,329.37755,misty,misty
2958,2052.9,321.05401,misty,misty
2959,2055.0,321.76274,misty,misty
2960,1999.9,313.43376,misty,misty
2961,2000.8,313.82551,misty,misty
2962,1946.0,305.32802,misty,misty
2963,1973.4,309.93290,misty,misty
2964,1891.8,297.33987,misty,misty
2965,1917.4,302.14775,misty,misty
2966,1915.3,302.53812,misty,misty
2967,1861.0,294.26523,misty,misty
2968,1857.6,294.09481,misty,misty
2969,1758.2,278.61201,misty,misty
2970,1823.8,289.30363,misty,misty
2971,1746.3,277.23797,misty,misty
2972,1764.3,280.66508,misty,misty
2973,1757.8,280.13687,misty,misty
2974,1704.1,272.01983,misty,misty
2975,1696.4,271.24761,misty,misty
2976,1643.3,263.10028,misty,misty
2977,1656.6,265.99042,misty,misty
2978,1582.4,254.62725,misty,misty
2979,1593.8,257.05131,misty,misty
2980,1541.2,248.94016,misty,misty
2981,1530.5,247.53899,misty,misty
2982,1517.9,245.93741,misty,misty
2983,1466.9,238.22775,misty,misty
2984,1579.5,257.22399,misty,misty
2985,1633.4,266.20726,misty,misty
2986,1623.2,265.18807,misty,misty
2987,1355.2,222.72321,misty,misty
2988,1338.4,220.65659,misty,misty
2989,1337.4,221.43492,misty,misty
2990,1271.3,211.08723,misty,misty
2991,1268.2,211.46074,misty,misty
2992,1218.6,203.81227,misty,misty
2993,1199.0,201.35669,misty,misty
2994,1149.9,193.87235,misty,misty
2995,1129.5,191.53856,misty,misty
2996,1080.9,184.21276,misty,misty
2997,1059.5,181.50809,misty,misty
2998,1047.0,180.46584,misty,misty
2999,1000.1,173.12568,misty,misty
3000,974.3,169.86163,misty,misty
3001,928.5,162.97735,misty,misty
3002,901.3,159.72417,misty,misty
3003,856.6,152.81580,misty,misty
3004,828.2,149.07266,misty,misty
3005,807.3,147.02991,misty,misty
3006,762.1,140.08830,misty,misty
3007,732.0,136.54565,misty,misty
3008,687.5,129.99240,misty,misty
3009,656.2,125.91333,misty,misty
3010,612.6,119.05276,misty,misty
3011,580.7,115.10479,misty,misty
3012,537.9,108.66205,misty,misty
3013,507.5,105.76802,misty,misty
3014,471.4,101.52368,misty,misty
3015,432.0,95.53532,misty,misty
3016,397.3,91.30906,misty,misty
3017,362.1,85.98513,misty,misty
3018,331.6,82.41872,misty,misty
3019,301.1,77.81021,misty,misty
3020,277.1,75.71315,misty,misty
3021,255.1,73.03668,misty,misty
3022,229.3,68.82035,misty,misty
3023,212.0,66.73483,misty,misty
3024,191.1,63.16003,misty,misty
3025,180.1,62.44089,misty,misty
3026,162.0,58.69158,misty,misty
3027,155.6,58.32548,misty,misty
3028,144.1,55.75348,misty,misty
3029,140.3,55.13231,misty,misty
3030,137.2,54.51458,misty,misty
3031,132.3,52.76824,misty,misty
3032,133.1,53.21634,misty,misty
3033,127.2,50.62455,misty,misty
3034,127.7,50.28040,misty,misty
3035,126.5,49.77777,misty,misty
3036,122.1,48.08438,misty,misty
3037,121.1,47.74858,misty,misty
3038,116.9,46.21668,misty,misty
3039,117.5,46.39663,misty,misty
3040,112.0,44.20163,misty,misty
3041,112.3,44.33540,misty,misty
3042,108.5,42.75218,misty,misty
3043,107.4,42.36880,misty,misty
3044,106.4,42.02172,misty,misty
3045,102.6,40.57669,misty,misty
3046,102.6,40.69266,misty,misty
3047,98.0,38.59770,misty,misty
3048,98.0,38.39827,misty,misty
3049,94.6,37.31960,misty,misty
3050,93.4,37.31532,misty,misty
3051,92.4,37.07687,misty,misty
3052,89.3,35.83608,misty,misty
3053,89.3,35.83509,misty,misty
3054,84.9,34.13108,misty,misty
3055,84.9,34.04715,misty,misty
3056,81.6,32.74909,misty,misty
3057,80.6,32.30118,misty,misty
3058,79.6,31.83362,misty,misty
3059,76.5,30.61531,misty,misty
3060,76.2,30.50442,misty,misty
3061,72.6,28.99538,misty,misty
3062,72.4,28.97790,misty,misty
3063,69.3,27.94120,misty,misty
3064,68.3,27.62365,misty,misty
3065,65.9,26.54665,misty,misty
3066,64.6,26.07384,misty,misty
3067,62.3,24.96649,misty,misty
3068,61.8,24.75319,misty,misty
3069,60.8,24.38567,misty,misty
3070,58.2,23.51192,misty,misty
3071,57.2,23.04025,misty,misty
3072,55.1,22.03377,misty,misty
3073,54.1,21.66380,misty,misty
3074,51.5,20.86092,misty,misty
3075,51.3,20.69748,misty,misty
3076,48.4,19.56422,misty,misty
3077,47.9,19.40974,misty,misty
3078,46.9,19.07278,misty,misty
3079,45.1,18.18014,misty,misty
3080,43.9,17.66233,misty,misty
3081,42.1,16.92931,misty,misty
3082,41.8,16.94841,misty,misty
3083,39.5,15.94163,misty,misty
3084,38.9,15.35107,misty,misty
3085,37.9,14.98053,misty,misty
3086,36.1,14.34174,misty,misty
3087,35.1,14.17747,misty,misty
3088,33.4,13.70231,misty,misty
3089,32.9,13.51364,misty,misty
3090,31.0,12.69550,misty,misty
3091,30.5,12.37219,misty,misty
3092,28.7,11.72134,misty,misty
3093,28.2,11.33155,misty,misty
3094,27.2,10.99916,misty,misty
3095,25.6,10.50547,misty,misty
3096,25.2,10.45253,misty,misty
3097,23.8,9.69569,misty,misty
3098,23.0,9.11597,misty,misty
3099,21.5,8.64280,misty,misty
3100,21.0,8.84552,misty,misty
3101,19.7,8.38544,misty,misty
3102,19.0,7.78853,misty,misty
3103,18.5,7.38204,misty,misty
3104,17.2,6.76349,misty,misty
3105,16.4,6.59272,misty,misty
3106,15.6,6.29912,misty,misty
3107,14.9,6.09704,misty,misty
3108,14.1,5.77825,misty,misty
3109,13.3,5.50455,misty,misty
3110,12.8,5.29156,misty,misty
3111,11.8,4.82009,misty,misty
3112,11.3,4.54456,misty,misty
3113,10.5,4.19240,misty,misty
3114,9.7,3.91627,misty,misty
3115,9.0,3.58618,misty,misty
3116,8.8,3.27626,misty,misty
3117,7.8,3.23317,misty,misty
3118,7.2,3.16204,misty,misty
3119,6.8,3.02317,misty,misty
3120,6.0,2.72093,misty,misty
3121,5.7,2.40476,misty,misty
3122,5.2,2.07882,misty,misty
3123,4.8,1.84011,misty,misty
3124,4.3,1.67548,misty,misty
3125,4.0,1.45923,misty,misty
3126,3.7,1.20383,misty,misty
3127,1201068.7,12751.46653,misty,misty
3128,1201068.5,10819.12977,misty,misty
3129,1201068.2,10819.13007,misty,misty
3130,1201068.1,10819.13007,misty,misty
3131,1201067.8,10819.15325,misty,misty
3132,1201067.8,10819.20197,misty,misty
3133,1201067.8,10819.24074,misty,misty
3134,1201067.9,10819.26992,misty,misty
3135,1201067.7,10819.28508,misty,misty
3136,1201067.8,10819.28508,misty,misty
3137,1201067.7,10819.28508,misty,misty
3138,1201067.7,10819.28508,misty,misty
3139,1201067.8,10819.28508,misty,misty
3140,1201067.8,10819.28508,misty,misty
3141,1201068.0,10819.28508,misty,misty
3142,1201068.0,10819.28508,misty,misty
3143,109.3,2077.76829,misty,misty
3144,112.4,0.12058,misty,misty
3145,111.9,0.12058,misty,misty
3146,116.7,0.12058,misty,misty
3147,114.2,0.12058,misty,misty
3148,118.9,0.12058,misty,misty
3149,118.0,0.12058,misty,misty
3150,120.8,0.12058,misty,misty
3151,123.5,0.12058,misty,misty
3152,122.4,0.12058,misty,misty
3153,126.9,0.12058,misty,misty
3154,123.7,0.12058,misty,misty
3155,128.1,0.12058,misty,misty
3156,126.6,0.12058,misty,misty
3157,129.0,0.12058,misty,misty
3158,131.3,0.12058,misty,misty
3159,129.7,0.12058,misty,misty
3160,133.8,0.12058,misty,misty
3161,130.0,0.12058,misty,misty
3162,134.0,0.12058,misty,misty
3163,132.1,0.12058,misty,misty
3164,134.0,0.12058,misty,misty
3165,132.0,0.12058,misty,misty
3166,133.7,0.12058,misty,misty
3167,137.4,0.12058,misty,misty
3168,133.2,0.12058,misty,misty
3169,136.7,0.12058,misty,misty
3170,134.4,0.12058,misty,misty
3171,135.8,0.12058,misty,misty
3172,133.3,0.12058,misty,misty
3173,134.6,0.12058,misty,misty
3174,132.0,0.12058,misty,misty
3175,133.2,0.12058,misty,misty
3176,136.1,0.12058,misty,misty
3177,133.4,0.12058,misty,misty
3178,134.3,0.12058,misty,misty
3179,131.4,0.12058,misty,misty
3180,132.2,0.12058,misty,misty
3181,134.6,0.12058,misty,misty
3182,131.6,0.12058,misty,misty
3183,132.1,0.12058,misty,misty
3184,129.0,0.12058,misty,misty
3185,129.4,0.12058,misty,misty
3186,126.2,0.12058,misty,misty
3187,126.4,0.12058,misty,misty
3188,123.2,0.12058,misty,misty
3189,124.8,0.12058,misty,misty
3190,124.8,0.12058,misty,misty
3191,121.4,0.12058,misty,misty
3192,121.1,0.12058,misty,misty
3193,117.7,0.12058,misty,misty
3194,117.3,0.12058,misty,misty
3195,113.9,0.12058,misty,misty
3196,114.7,0.12058,misty,misty
3197,113.9,0.12058,misty,misty
3198,110.4,0.12058,misty,misty
3199,109.4,0.12058,misty,misty
3200,105.9,0.12058,misty,misty
3201,104.8,0.12058,misty,misty
3202,101.2,0.12058,misty,misty
3203,96.7,0.12058,misty,misty
3204,97.3,0.12058,misty,misty
3205,97.4,0.12058,misty,misty
3206,95.3,0.12058,misty,misty
3207,91.4,0.12058,misty,misty
3208,89.5,0.12058,misty,misty
3209,85.8,0.12058,misty,misty
3210,85.1,0.12058,misty,misty
3211,81.5,0.12058,misty,misty
3212,76.9,0.12058,misty,misty
3213,75.0,0.12058,misty,misty
3214,72.0,0.12058,misty,misty
3215,69.5,0.12058,misty,misty
3216,65.4,0.12058,misty,misty
3217,62.8,0.12058,misty,misty
3218,59.0,0.12058,misty,misty
3219,57.5,0.12058,misty,misty
3220,52.9,0.12058,misty,misty
3221,48.6,0.12058,misty,misty
3222,47.4,0.12058,misty,misty
3223,44.4,0.12058,misty,misty
3224,43.2,0.12058,misty,misty
3225,40.6,0.12058,misty,misty
3226,39.0,0.12058,misty,misty
3227,36.7,0.12058,misty,misty
3228,37.0,0.12058,misty,misty
3229,37.6,0.12058,misty,misty
3230,34.6,0.12058,misty,misty
3231,33.6,0.12058,misty,misty
3232,33.1,0.12058,misty,misty
3233,33.4,0.12058,misty,misty
3234,32.8,0.12058,misty,misty
3235,34.6,0.12058,misty,misty
3236,34.9,0.12058,misty,misty
3237,35.7,0.12058,misty,misty
3238,35.2,0.12058,misty,misty
3239,35.5,0.12058,misty,misty
3240,33.8,0.12058,misty,misty
3241,31.8,0.12058,misty,misty
3242,30.7,0.12058,misty,misty
3243,31.0,0.12058,misty,misty
3244,31.9,0.12058,misty,misty
3245,31.3,0.12058,misty,misty
3246,29.9,0.12058,misty,misty
3247,27.9,0.12058,misty,misty
3248,27.4,0.12058,misty,misty
3249,26.8,0.12058,misty,misty
3250,25.9,0.12058,misty,misty
3251,23.9,0.12058,misty,misty
3252,23.4,0.12058,misty,misty
3253,23.7,0.12058,misty,misty
3254,23.2,0.12058,misty,misty
3255,23.5,0.12058,misty,misty
3256,22.0,0.12058,misty,misty
3257,20.0,0.12058,misty,misty
3258,20.7,0.12058,misty,misty
3259,23.5,0.12058,misty,misty
3260,22.0,0.12058,misty,misty
3261,20.0,0.12058,misty,misty
3262,18.0,0.12058,misty,misty
3263,16.0,0.12058,misty,misty
3264,17.8,0.12058,misty,misty
3265,18.8,0.12058,misty,misty
3266,18.0,0.12058,misty,misty
3267,16.0,0.12058,misty,misty
3268,17.3,0.12058,misty,misty
3269,19.7,0.12058,misty,misty
3270,18.1,0.12058,misty,misty
3271,16.1,0.12058,misty,misty
3272,14.1,0.12058,misty,misty
3273,12.1,0.12058,misty,misty
3274,12.6,0.12058,misty,misty
3275,15.4,0.12058,misty,misty
3276,14.1,0.12058,misty,misty
3277,12.1,0.12058,misty,misty
3278,12.0,0.12058,misty,misty
3279,12.0,0.12058,misty,misty
3280,12.0,0.12058,misty,misty
3281,12.0,0.12058,misty,misty
3282,11.6,0.12058,misty,misty
3283,11.0,0.12058,misty,misty
3284,12.0,0.12058,misty,misty
3285,12.0,0.12058,misty,misty
3286,10.2,0.12058,misty,misty
3287,8.2,0.12058,misty,misty
3288,8.0,0.12058,misty,misty
3289,8.0,0.12058,misty,misty
3290,8.0,0.12058,misty,misty
3291,8.0,0.12058,misty,misty
3292,6.2,0.12058,misty,misty
3293,4.2,0.12058,misty,misty
3294,4.0,0.12058,misty,misty
3295,4.0,0.12058,misty,misty
3296,4.0,0.12058,misty,misty
3297,4.0,0.12058,misty,misty
3298,4.0,0.12058,misty,misty
3299,4.0,0.12058,misty,misty
3300,3.4,0.12058,misty,misty
3301,4.2,0.12058,misty,misty
3302,4.0,0.12058,misty,misty
3303,4.0,0.12058,misty,misty
3304,4.0,0.12058,misty,misty
3305,4.0,0.12058,misty,misty
3306,4.0,0.12058,misty,misty
3307,4.0,0.12058,misty,misty
3308,4.0,0.12058,misty,misty
3309,4.0,0.12058,misty,misty
3310,4.0,0.12058,misty,misty
3311,4.0,0.12058,misty,misty
3312,2.5,0.12058,misty,misty
3313,1.1,0.12058,misty,misty
3314,0.0,0.12058,misty,misty
3315,0.0,0.12058,misty,misty
3316,0.0,0.12058,misty,misty
3317,0.0,0.12058,misty,misty
3318,1.6,0.12058,misty,misty
3319,3.6,0.12058,misty,misty
3320,4.0,0.12058,misty,misty
3321,4.0,0.12058,misty,misty
3322,4.0,0.12058,misty,misty
3323,4.0,0.12058,misty,misty
3324,4.0,0.12058,misty,misty
3325,4.0,0.12058,misty,misty
3326,4.0,0.12058,misty,misty
3327,4.0,0.12058,misty,misty
3328,4.0,0.12058,misty,misty
3329,4.0,0.12058,misty,misty
3330,2.5,0.12058,misty,misty
3331,0.6,0.12058,misty,misty
3332,1.3,0.12058,misty,misty
3333,3.6,0.12058,misty,misty
3334,4.0,0.12058,misty,misty
3335,4.0,0.12058,misty,misty
3336,4.0,0.12058,misty,misty
3337,4.0,0.12058,misty,misty
3338,4.0,0.12058,misty,misty
3339,4.0,0.12058,misty,misty
3340,4.0,0.12058,misty,misty
3341,4.0,0.12058,misty,misty
3342,4.0,0.12058,misty,misty
3343,4.0,0.12058,misty,misty
3344,5.7,0.12058,misty,misty
3345,7.1,0.12058,misty,misty
3346,8.0,0.12058,misty,misty
3347,8.0,0.12058,misty,misty
3348,8.0,0.12058,misty,misty
3349,8.0,0.12058,misty,misty
3350,6.7,0.12058,misty,misty
3351,4.7,0.12058,misty,misty
3352,4.0,0.12058,misty,misty
3353,4.0,0.12058,misty,misty
3354,6.3,0.12058,misty,misty
3355,7.2,0.12058,misty,misty
3356,8.0,0.12058,misty,misty
3357,8.0,0.12058,misty,misty
3358,8.0,0.12058,misty,misty
3359,8.0,0.12058,misty,misty
3360,8.0,0.12058,misty,misty
3361,8.0,0.12058,misty,misty
3362,6.8,0.12058,misty,misty
3363,4.9,0.12058,misty,misty
3364,5.1,0.12058,misty,misty
3365,7.9,0.12058,misty,misty
3366,8.0,0.12058,misty,misty
3367,8.0,0.12058,misty,misty
3368,8.0,0.12058,misty,misty
3369,8.0,0.12058,misty,misty
3370,8.0,0.12058,misty,misty
3371,8.0,0.12058,misty,misty
3372,6.9,0.12058,misty,misty
3373,4.9,0.12058,misty,misty
3374,5.7,0.12058,misty,misty
3375,7.1,0.12058,misty,misty
3376,8.0,0.12058,misty,misty
3377,8.0,0.12058,misty,misty
3378,8.0,0.12058,misty,misty
3379,8.0,0.12058,misty,misty
3380,8.0,0.12058,misty,misty
3381,8.0,0.12058,misty,misty
3382,6.9,0.12058,misty,misty
3383,5.0,0.12058,misty,misty
3384,4.9,0.12058,misty,misty
3385,7.7,0.12058,misty,misty
3386,8.0,0.12058,misty,misty
3387,8.0,0.12058,misty,misty
3388,8.0,0.12058,misty,misty
3389,8.0,0.12058,misty,misty
3390,8.0,0.12058,misty,misty
3391,8.0,0.12058,misty,misty
3392,7.0,0.12058,misty,misty
3393,5.0,0.12058,misty,misty
3394,5.5,0.12058,misty,misty
3395,6.9,0.12058,misty,misty
3396,8.0,0.12058,misty,misty
3397,8.0,0.12058,misty,misty
3398,8.0,0.12058,misty,misty
3399,8.0,0.12058,misty,misty
3400,8.0,0.12058,misty,misty
3401,8.0,0.12058,misty,misty
3402,7.1,0.12058,misty,misty
3403,5.1,0.12058,misty,misty
3404,4.0,0.12058,misty,misty
3405,4.0,0.12058,misty,misty
3406,4.0,0.12058,misty,misty
3407,4.0,0.12058,misty,misty
3408,4.0,0.12058,misty,misty
3409,4.0,0.12058,misty,misty
3410,5.4,0.12058,misty,misty
3411,6.8,0.12058,misty,misty
3412,7.2,0.12058,misty,misty
3413,5.2,0.12058,misty,misty
3414,4.0,0.12058,misty,misty
3415,4.0,0.12058,misty,misty
3416,4.0,0.12058,misty,misty
3417,4.0,0.12058,misty,misty
3418,4.0,0.12058,misty,misty
3419,4.0,0.12058,misty,misty
3420,4.0,0.12058,misty,misty
3421,4.0,0.12058,misty,misty
3422,4.0,0.12058,misty,misty
3423,4.0,0.12058,misty,misty
3424,4.0,0.12058,misty,misty
3425,4.0,0.12058,misty,misty
3426,1314.2,5.87297,misty,misty
3427,2764.9,20.87191,misty,misty
3428,8304.4,51.49104,misty,misty
3429,14865.6,127.31605,misty,misty
3430,20451.8,217.83976,misty,misty
3431,30124.7,307.85941,misty,misty
3432,36804.9,449.94958,misty,misty
3433,48548.0,566.24598,misty,misty
3434,55922.4,756.41787,misty,misty
3435,71258.7,901.81904,misty,misty
3436,73686.5,1171.36973,misty,misty
3437,91706.5,1246.43894,misty,misty
3438,103758.0,1620.34530,misty,misty
3439,110804.3,1894.77314,misty,misty
3440,121311.8,2076.36015,misty,misty
3441,132637.9,2356.41043,misty,misty
3442,136575.6,2668.76702,misty,misty
3443,143138.5,2791.60827,misty,misty
3444,144070.1,2988.21401,misty,misty
3445,144432.7,3028.52723,misty,misty
3446,141854.9,3075.36049,misty,misty
3447,136612.3,3039.65440,misty,misty
3448,131214.2,2961.47889,misty,misty
3449,123497.9,2868.13316,misty,misty
3450,115884.2,2745.20759,misty,misty
3451,106566.3,2607.42692,misty,misty
3452,97481.9,2443.15829,misty,misty
3453,87294.3,2264.09631,misty,misty
3454,80277.8,2067.55376,misty,misty
3455,67092.1,1898.94060,misty,misty
3456,57176.3,1619.17817,misty,misty
3457,47618.3,1378.99838,misty,misty
3458,38114.3,1137.62503,misty,misty
3459,30012.1,891.99140,misty,misty
3460,22449.9,666.39850,misty,misty
3461,17007.2,448.11205,misty,misty
3462,12231.6,280.26403,misty,misty
3463,10306.0,139.42094,misty,misty
3464,8680.6,82.11798,misty,misty
3465,8499.0,61.84798,misty,misty
3466,8226.7,59.86544,misty,misty
3467,7569.1,55.14461,misty,misty
3468,6922.9,50.36098,misty,misty
3469,6019.5,43.84845,misty,misty
3470,5183.5,37.71921,misty,misty
3471,4278.7,30.84581,misty,misty
3472,3439.9,24.47082,misty,misty
3473,2722.5,19.25734,misty,misty
3474,2102.8,14.79535,misty,misty
3475,1827.1,12.89985,misty,misty
3476,1529.9,10.79103,misty,misty
3477,1519.1,10.70246,misty,misty
3478,1461.9,10.14564,misty,misty
3479,1436.4,9.72870,misty,misty
3480,1381.4,9.34550,misty,misty
3481,1356.5,9.18841,misty,misty
3482,1341.6,8.87910,misty,misty
3483,1279.1,8.52920,misty,misty
3484,1264.4,8.58794,misty,misty
3485,1216.4,8.17638,misty,misty
3486,1189.8,7.85637,misty,misty
3487,1165.7,7.72304,misty,misty
3488,1118.0,7.42192,misty,misty
3489,1104.2,7.23888,misty,misty
3490,1058.4,6.90000,misty,misty
3491,1035.1,6.71158,misty,misty
3492,991.0,6.40955,misty,misty
3493,968.1,6.15543,misty,misty
3494,926.1,5.81052,misty,misty
3495,903.7,5.64310,misty,misty
3496,886.7,5.58863,misty,misty
3497,849.7,5.55598,misty,misty
3498,825.4,5.58097,misty,misty
3499,789.8,5.23714,misty,misty
3500,766.4,4.80508,misty,misty
3501,732.5,4.57656,misty,misty
3502,709.8,4.52026,misty,misty
3503,677.6,4.22413,misty,misty
3504,661.2,4.09941,misty,misty
3505,641.1,4.07070,misty,misty
3506,609.1,3.79625,misty,misty
3507,589.8,3.56787,misty,misty
3508,559.5,3.33937,misty,misty
3509,540.8,3.11119,misty,misty
3510,512.1,3.00755,misty,misty
3511,498.0,3.10130,misty,misty
3512,477.7,2.88447,misty,misty
3513,100334.7,14879.92916,misty,misty
3514,100350.7,13156.26704,misty,misty
3515,100360.0,13156.26581,misty,misty
3516,100374.0,13156.24466,misty,misty
3517,100382.2,13156.22832,misty,misty
3518,100397.3,13156.21771,misty,misty
3519,100402.0,13156.21771,misty,misty
3520,100414.9,13156.21771,misty,misty
3521,100425.1,13156.21771,misty,misty
3522,100430.3,13156.21771,misty,misty
3523,100438.9,13156.21771,misty,misty
3524,100443.3,13156.21771,misty,misty
3525,100452.1,13156.21771,misty,misty
3526,100454.4,13156.21771,misty,misty
3527,100461.6,13156.21771,misty,misty
3528,87114.7,2343.76453,misty,misty
3529,87112.4,2343.50417,misty,misty
3530,87109.7,2343.13497,misty,misty
3531,87108.7,2343.00482,misty,misty
3532,87105.4,2342.60605,misty,misty
3533,87104.3,2342.47220,misty,misty
3534,87099.9,2342.07825,misty,misty
3535,87097.8,2341.88335,misty,misty
3536,87094.0,2341.55852,misty,misty
3537,87091.6,2341.36409,misty,misty
3538,87087.2,2340.97595,misty,misty
3539,87081.5,2340.44033,misty,misty
3540,87078.9,2340.18102,misty,misty
3541,87072.4,2339.40268,misty,misty
3542,87068.8,2339.01365,misty,misty
3543,87062.7,2338.36472,misty,misty
3544,87058.3,2337.97208,misty,misty
3545,87051.4,2337.31435,misty,misty
3546,87045.4,2336.79271,misty,misty
3547,87038.8,2336.27265,misty,misty
3548,87028.8,2335.31561,misty,misty
3549,87023.7,2334.80018,misty,misty
3550,87014.0,2333.86027,misty,misty
3551,87004.6,2332.88963,misty,misty
3552,86998.5,2332.23425,misty,misty
3553,86985.6,2330.91665,misty,misty
3554,86981.2,2330.44460,misty,misty
3555,86967.6,2329.03065,misty,misty
3556,86960.6,2328.31429,misty,misty
3557,86948.4,2327.12175,misty,misty
3558,86941.1,2326.30621,misty,misty
3559,86928.7,2324.91655,misty,misty
3560,86912.8,2323.23486,misty,misty
3561,86905.0,2322.39216,misty,misty
3562,86891.0,2320.90425,misty,misty
3563,86882.9,2320.00598,misty,misty
3564,86868.4,2318.42348,misty,misty
3565,86859.9,2317.45988,misty,misty
3566,86845.0,2315.78625,misty,misty
3567,86836.2,2314.76332,misty,misty
3568,86817.9,2312.71603,misty,misty
3569,86802.8,2311.01085,misty,misty
3570,86793.0,2309.99281,misty,misty
3571,86777.5,2308.29785,misty,misty
3572,86767.5,2307.16023,misty,misty
3573,86751.6,2305.25006,misty,misty
3574,86741.5,2304.10273,misty,misty
3575,86722.0,2301.80951,misty,misty
3576,86705.0,2299.91459,misty,misty
3577,86695.1,2298.78004,misty,misty
3578,86677.9,2296.79585,misty,misty
3579,86667.8,2295.59553,misty,misty
3580,86650.4,2293.59402,misty,misty
3581,86639.7,2292.39475,misty,misty
3582,86619.2,2289.92188,misty,misty
3583,86611.9,2289.08740,misty,misty
3584,86591.1,2286.58019,misty,misty
3585,86573.3,2284.49171,misty,misty
3586,86562.8,2283.24026,misty,misty
3587,86541.5,2280.73098,misty,misty
3588,86534.4,2279.85874,misty,misty
3589,86513.0,2277.24645,misty,misty
3590,86505.5,2276.37828,misty,misty
3591,86484.4,2273.77677,misty,misty
3592,86466.4,2271.60355,misty,misty
3593,86455.9,2270.30079,misty,misty
3594,86434.4,2267.60938,misty,misty
3595,86426.9,2266.70716,misty,misty
3596,86405.9,2264.17847,misty,misty
3597,86398.5,2263.35746,misty,misty
3598,86377.6,2260.74169,misty,misty
3599,86359.8,2258.49229,misty,misty
3600,86349.0,2257.14953,misty,misty
3601,86328.3,2254.46710,misty,misty
3602,86321.0,2253.57162,misty,misty
3603,86300.5,2250.90039,misty,misty
3604,86293.3,2250.09083,misty,misty
3605,86273.0,2247.66629,misty,misty
3606,86262.4,2246.34703,misty,misty
3607,86245.3,2244.13344,misty,misty
3608,86235.3,2242.80467,misty,misty
3609,86218.4,2240.59044,misty,misty
3610,86198.9,2238.03607,misty,misty
3611,86188.7,2236.77509,misty,misty
3612,86172.7,2234.59111,misty,misty
3613,86162.7,2233.27236,misty,misty
3614,86147.0,2231.22488,misty,misty
3615,86137.1,2230.03273,misty,misty
3616,86121.7,2227.98700,misty,misty
3617,86102.9,2225.49977,misty,misty
3618,86093.5,2224.31229,misty,misty
3619,86078.5,2222.33709,misty,misty
3620,86069.8,2221.09500,misty,misty
3621,86054.8,2219.02590,misty,misty
3622,86046.2,2217.83692,misty,misty
3623,86031.5,2215.87678,misty,misty
3624,86023.2,2214.74050,misty,misty
3625,86006.2,2212.51200,misty,misty
3626,85992.3,2210.65302,misty,misty
3627,85984.3,2209.53893,misty,misty
3628,85970.8,2207.69183,misty,misty
3629,85963.0,2206.58665,misty,misty
3630,85950.4,2204.81129,misty,misty
3631,85942.5,2203.76731,misty,misty
3632,85927.9,2201.67585,misty,misty
3633,85915.4,2199.93916,misty,misty
3634,85908.5,2198.95657,misty,misty
3635,85896.6,2197.32141,misty,misty
3636,85889.9,2196.39248,misty,misty
3637,85879.0,2194.85637,misty,misty
3638,85872.1,2193.93322,misty,misty
3639,85859.5,2192.09002,misty,misty
3640,85855.1,2191.51187,misty,misty
3641,85843.1,2189.80260,misty,misty
3642,85833.6,2188.45666,misty,misty
3643,85827.5,2187.66074,misty,misty
3644,85818.5,2186.32747,misty,misty
3645,85813.2,2185.52735,misty,misty
