# SECTION A — collision-realistic float->int conversion sweep (60000 inputs)
# idx  in(hex)         scalar_out(hex16)   class
A7991   439f0e6c        000000000000013e  rng
A7992   ca7386ef        ffffffffffc31e45  rng
A7993   ce403c4c        ffffffffcff0ed00  rng
A7994   5549ccbe        000000007fffffff  +ovf
A7995   54c49563        000000007fffffff  +ovf
A7996   542324b2        000000007fffffff  +ovf
A7997   ca7dde95        ffffffffffc0885b  rng
A7998   3fb461a6        0000000000000001  rng
A7999   447242cc        00000000000003c9  rng
A8000   ca58197a        ffffffffffc9f9a2  rng
A8001   cdbb2c6c        ffffffffe89a7280  rng
A8002   55974523        000000007fffffff  +ovf
A8003   7fc00000        0000000000000000  NaN
A8004   5308a767        000000007fffffff  +ovf
A8005   4a299d50        00000000002a6754  rng
A8006   bef7d4ba        0000000000000000  rng
A8007   4382f2a0        0000000000000105  rng
A8008   4a63ca24        000000000038f289  rng
A8009   4f01cf0e        000000007fffffff  +ovf
A8010   553003b2        000000007fffffff  +ovf
A8011   5556dbd9        000000007fffffff  +ovf
A8012   50eb2bad        000000007fffffff  +ovf
A8013   4adbada8        00000000006dd6d4  rng
A8014   40060933        0000000000000002  rng
A8015   c3641094        ffffffffffffff1c  rng
A8016   cad27ed0        ffffffffff96c098  rng
A8017   cee86b65        ffffffff8bca4d80  rng
A8018   56372cda        000000007fffffff  +ovf
A8019   561e46ff        000000007fffffff  +ovf
A8020   5391d424        000000007fffffff  +ovf
A8021   cabe2348        ffffffffffa0ee5c  rng
A8022   beee9064        0000000000000000  rng
A8023   43fe8158        00000000000001fd  rng
A8024   cabd9842        ffffffffffa133df  rng
A8025   4e9e475c        000000004f23ae00  rng
A8026   562e416f        000000007fffffff  +ovf
A8027   533c8a31        000000007fffffff  +ovf
A8028   530ced37        000000007fffffff  +ovf
A8029   4a5c584e        0000000000371613  rng
A8030   bd0f32e0        0000000000000000  rng
A8031   c3f96f1a        fffffffffffffe0e  rng
A8032   cac340ad        ffffffffff9e5faa  rng
A8033   ce57b44e        ffffffffca12ec80  rng
A8034   532861b4        000000007fffffff  +ovf
A8035   544c45ed        000000007fffffff  +ovf
A8036   535d1006        000000007fffffff  +ovf
A8037   cb829086        fffffffffefadef4  rng
A8038   bf0e992d        0000000000000000  rng
A8039   c4469f1e        fffffffffffffce6  rng
A8040   483052a0        000000000002c14a  rng
A8041   4e5741f0        0000000035d07c00  rng
A8042   54070a5d        000000007fffffff  +ovf
A8043   55936596        000000007fffffff  +ovf
A8044   5359ba51        000000007fffffff  +ovf
A8045   c8540bd9        fffffffffffcafd1  rng
A8046   3fc10495        0000000000000001  rng
A8047   43721e10        00000000000000f2  rng
A8048   c9cbbd7c        ffffffffffe68851  rng
A8049   cef19485        ffffffff8735bd80  rng
A8050   56685b06        000000007fffffff  +ovf
A8051   7f800000        000000007fffffff  Inf
A8052   4fa2150c        000000007fffffff  +ovf
A8053   cac5c00c        ffffffffff9d1ffa  rng
A8054   3f79bb4a        0000000000000000  rng
A8055   441e98c0        000000000000027a  rng
A8056   7fc00000        0000000000000000  NaN
A8057   cd647ae8        fffffffff1b85180  rng
A8058   52c53039        000000007fffffff  +ovf
A8059   5511d0b3        000000007fffffff  +ovf
A8060   524daa8d        000000007fffffff  +ovf
A8061   cae069db        ffffffffff8fcb13  rng
A8062   3e6560a7        0000000000000000  rng
A8063   4407d6d0        000000000000021f  rng
A8064   c9956728        ffffffffffed531b  rng
A8065   4ef49586        000000007a4ac300  rng
A8066   5604b647        000000007fffffff  +ovf
A8067   560a76a1        000000007fffffff  +ovf
A8068   555b865b        000000007fffffff  +ovf
A8069   cb345fa0        ffffffffff4ba060  rng
A8070   40a7f955        0000000000000005  rng
A8071   4329b058        00000000000000a9  rng
A8072   c9bb6344        ffffffffffe89398  rng
A8073   ce816027        ffffffffbf4fec80  rng
A8074   552b3ed4        000000007fffffff  +ovf
A8075   56629fc6        000000007fffffff  +ovf
A8076   537394d5        000000007fffffff  +ovf
A8077   4a8e321e        000000000047190f  rng
A8078   3f234cf3        0000000000000000  rng
A8079   c45c2fb5        fffffffffffffc90  rng
A8080   ff800000        ffffffff80000000  Inf
A8081   ce074aac        ffffffffde2d5500  rng
A8082   54d98e06        000000007fffffff  +ovf
A8083   54f61bfc        000000007fffffff  +ovf
A8084   52fa1bc9        000000007fffffff  +ovf
A8085   4c087c9f        000000000221f27c  rng
A8086   3f3181ff        0000000000000000  rng
A8087   43e85070        00000000000001d0  rng
A8088   48fccf00        000000000007e678  rng
A8089   4e6ffd04        000000003bff4100  rng
A8090   54ef385e        000000007fffffff  +ovf
A8091   54e9d344        000000007fffffff  +ovf
A8092   53ee4529        000000007fffffff  +ovf
A8093   ca83d097        ffffffffffbe17b5  rng
A8094   bf08fc46        0000000000000000  rng
A8095   c38562d6        fffffffffffffef6  rng
A8096   4a62aa5c        000000000038aa97  rng
A8097   ce94f984        ffffffffb5833e00  rng
A8098   5636b712        000000007fffffff  +ovf
A8099   55714835        000000007fffffff  +ovf
A8100   536cc0b0        000000007fffffff  +ovf
A8101   49c94b7f        000000000019296f  rng
A8102   3fb0c71c        0000000000000001  rng
A8103   c3c3db02        fffffffffffffe79  rng
A8104   4aceddea        0000000000676ef5  rng
A8105   ce99ec03        ffffffffb309fe80  rng
A8106   55a0695b        000000007fffffff  +ovf
A8107   55023178        000000007fffffff  +ovf
A8108   53592e28        000000007fffffff  +ovf
A8109   7fc00000        0000000000000000  NaN
A8110   be88254b        0000000000000000  rng
A8111   c463b606        fffffffffffffc72  rng
A8112   4a111ad0        00000000002446b4  rng
A8113   4e0576c4        00000000215db100  rng
A8114   51f7c729        000000007fffffff  +ovf
A8115   54cf54f4        000000007fffffff  +ovf
A8116   53d55142        000000007fffffff  +ovf
A8117   4b02686e        000000000082686e  rng
A8118   3f72155c        0000000000000000  rng
A8119   44271e9e        000000000000029c  rng
A8120   4a6c272c        00000000003b09cb  rng
A8121   4e180d98        0000000026036600  rng
A8122   554f7321        000000007fffffff  +ovf
A8123   55416e5a        000000007fffffff  +ovf
A8124   531f7ebf        000000007fffffff  +ovf
A8125   ca95086d        ffffffffffb57bca  rng
A8126   3d8ec416        0000000000000000  rng
A8127   43792a20        00000000000000f9  rng
A8128   cad4e9bf        ffffffffff958b21  rng
A8129   4ef923c0        000000007c91e000  rng
A8130   555e9f0b        000000007fffffff  +ovf
A8131   54a65666        000000007fffffff  +ovf
A8132   5119e48a        000000007fffffff  +ovf
A8133   cae77f59        ffffffffff8c4054  rng
A8134   3f9fa6a6        0000000000000001  rng
A8135   c4627cd7        fffffffffffffc77  rng
A8136   4a97c060        00000000004be030  rng
A8137   cef21d29        ffffffff86f16b80  rng
A8138   5663ce89        000000007fffffff  +ovf
A8139   55ee8e56        000000007fffffff  +ovf
A8140   53387cb7        000000007fffffff  +ovf
A8141   4a23c282        000000000028f0a0  rng
A8142   3dacfd9b        0000000000000000  rng
A8143   44115c48        0000000000000245  rng
A8144   cab7b25a        ffffffffffa426d3  rng
A8145   ce724c76        ffffffffc36ce280  rng
A8146   512ec1be        000000007fffffff  +ovf
A8147   5569cd7c        000000007fffffff  +ovf
A8148   7f800000        000000007fffffff  Inf
A8149   caae9b33        ffffffffffa8b267  rng
A8150   bf62a296        0000000000000000  rng
A8151   c3eb7830        fffffffffffffe2a  rng
A8152   47de54c0        000000000001bca9  rng
A8153   4edd80f4        000000006ec07a00  rng
A8154   547767d0        000000007fffffff  +ovf
A8155   565bb89c        000000007fffffff  +ovf
A8156   539a7d07        000000007fffffff  +ovf
A8157   4a923c41        0000000000491e20  rng
A8158   3f08df94        0000000000000000  rng
A8159   436e9fd0        00000000000000ee  rng
A8160   cab0ee6c        ffffffffffa788ca  rng
A8161   4e8a4f04        0000000045278200  rng
A8162   7fc00000        0000000000000000  NaN
A8163   54d5cb13        000000007fffffff  +ovf
A8164   5300fa2a        000000007fffffff  +ovf
A8165   4af05965        0000000000782cb2  rng
A8166   c0129cc6        fffffffffffffffe  rng
A8167   c44495da        fffffffffffffcee  rng
A8168   ca478384        ffffffffffce1f1f  rng
A8169   ce0c85f8        ffffffffdcde8200  rng
A8170   54bedcb5        000000007fffffff  +ovf
A8171   55539e7f        000000007fffffff  +ovf
A8172   540a0308        000000007fffffff  +ovf
A8173   49a61481        000000000014c290  rng
A8174   bf85e5bf        ffffffffffffffff  rng
A8175   c446b943        fffffffffffffce6  rng
A8176   cac534ba        ffffffffff9d65a3  rng
A8177   4e5dfea0        00000000377fa800  rng
A8178   54c11333        000000007fffffff  +ovf
A8179   562f884b        000000007fffffff  +ovf
A8180   5236390b        000000007fffffff  +ovf
A8181   ff800000        ffffffff80000000  Inf
A8182   bf562c18        0000000000000000  rng
A8183   443fdfb2        00000000000002ff  rng
A8184   4a257020        0000000000295c08  rng
A8185   ce60d542        ffffffffc7caaf80  rng
A8186   549b9793        000000007fffffff  +ovf
A8187   55dee58a        000000007fffffff  +ovf
A8188   555517bb        000000007fffffff  +ovf
A8189   cac87b38        ffffffffff9bc264  rng
A8190   bf82b518        ffffffffffffffff  rng
A8191   c44fdf1c        fffffffffffffcc1  rng
A8192   4a8a4786        00000000004523c3  rng
A8193   ceb3968e        ffffffffa634b900  rng
A8194   53a35936        000000007fffffff  +ovf
A8195   55d4483a        000000007fffffff  +ovf
A8196   531c17b0        000000007fffffff  +ovf
A8197   c8fccb7c        fffffffffff819a5  rng
A8198   bf8b862f        ffffffffffffffff  rng
A8199   43c83e80        0000000000000190  rng
A8200   ca00ae30        ffffffffffdfd474  rng
A8201   cea53ecb        ffffffffad609a80  rng
A8202   55e7fd10        000000007fffffff  +ovf
A8203   530e4680        000000007fffffff  +ovf
A8204   53803157        000000007fffffff  +ovf
A8205   cc34f1e0        fffffffffd2c3880  rng
A8206   40238eac        0000000000000002  rng
A8207   446de5ee        00000000000003b7  rng
A8208   4aac7870        0000000000563c38  rng
A8209   ce0837b6        ffffffffddf21280  rng
A8210   5589bc62        000000007fffffff  +ovf
A8211   565656eb        000000007fffffff  +ovf
A8212   55113159        000000007fffffff  +ovf
A8213   cb06a5da        ffffffffff795a26  rng
A8214   3feb1de6        0000000000000001  rng
A8215   7fc00000        0000000000000000  NaN
A8216   4a2e84e0        00000000002ba138  rng
A8217   cedf7958        ffffffff90435400  rng
A8218   55c4bc79        000000007fffffff  +ovf
A8219   5512d05e        000000007fffffff  +ovf
A8220   5430acaa        000000007fffffff  +ovf
A8221   cb7a93e8        ffffffffff056c18  rng
A8222   c07a6391        fffffffffffffffd  rng
A8223   c38ca75e        fffffffffffffee7  rng
A8224   4a958aec        00000000004ac576  rng
A8225   4d3f0230        000000000bf02300  rng
A8226   530fb540        000000007fffffff  +ovf
A8227   548c4ca9        000000007fffffff  +ovf
A8228   53cefd02        000000007fffffff  +ovf
A8229   4bc1b93e        000000000183727c  rng
A8230   4060c422        0000000000000003  rng
A8231   c389c85e        fffffffffffffeed  rng
A8232   cacfbc4b        ffffffffff9821db  rng
A8233   cd00a380        fffffffff7f5c800  rng
A8234   55cc39a6        000000007fffffff  +ovf
A8235   54c71f0d        000000007fffffff  +ovf
A8236   53a40478        000000007fffffff  +ovf
A8237   4ba3890b        0000000001471216  rng
A8238   bf517360        0000000000000000  rng
A8239   c4452d3e        fffffffffffffcec  rng
A8240   c990bcf8        ffffffffffede861  rng
A8241   4e8718e8        00000000438c7400  rng
A8242   53b46ed7        000000007fffffff  +ovf
A8243   5301e31d        000000007fffffff  +ovf
A8244   544fd544        000000007fffffff  +ovf
A8245   7f800000        000000007fffffff  Inf
A8246   3f7cbf9d        0000000000000000  rng
A8247   c4678aa9        fffffffffffffc62  rng
A8248   4a0d82f0        00000000002360bc  rng
A8249   4e684778        000000003a11de00  rng
A8250   5489f43c        000000007fffffff  +ovf
A8251   555d9665        000000007fffffff  +ovf
A8252   5451acf8        000000007fffffff  +ovf
A8253   cd8d19b1        ffffffffee5cc9e0  rng
A8254   401939d4        0000000000000002  rng
A8255   44518ef8        0000000000000346  rng
A8256   cac8861d        ffffffffff9bbcf2  rng
A8257   cda38144        ffffffffeb8fd780  rng
A8258   552189da        000000007fffffff  +ovf
A8259   54a38938        000000007fffffff  +ovf
A8260   53265b1d        000000007fffffff  +ovf
A8261   cb0c6ab8        ffffffffff739548  rng
A8262   bdd031d9        0000000000000000  rng
A8263   42a8fcb0        0000000000000054  rng
A8264   c9d916c8        ffffffffffe4dd27  rng
A8265   ced63525        ffffffff94e56d80  rng
A8266   55be8b03        000000007fffffff  +ovf
A8267   55a3ee7f        000000007fffffff  +ovf
A8268   7fc00000        0000000000000000  NaN
A8269   c9589db3        fffffffffff27625  rng
A8270   3c861b9b        0000000000000000  rng
A8271   c3753160        ffffffffffffff0b  rng
A8272   cab50c04        ffffffffffa579fe  rng
A8273   4dec6c10        000000001d8d8200  rng
A8274   552de5c1        000000007fffffff  +ovf
A8275   56676ad6        000000007fffffff  +ovf
A8276   55051c2f        000000007fffffff  +ovf
A8277   4bfae996        0000000001f5d32c  rng
A8278   bf97d72d        ffffffffffffffff  rng
A8279   431383f0        0000000000000093  rng
A8280   c9dc0d44        ffffffffffe47e58  rng
A8281   4eac6ea2        0000000056375100  rng
A8282   ff800000        ffffffff80000000  Inf
A8283   55c460f7        000000007fffffff  +ovf
A8284   542c117c        000000007fffffff  +ovf
A8285   4a374f58        00000000002dd3d6  rng
A8286   4011e074        0000000000000002  rng
A8287   c2008590        ffffffffffffffe0  rng
A8288   ca743a49        ffffffffffc2f16e  rng
A8289   ce527906        ffffffffcb61be80  rng
A8290   55049f6e        000000007fffffff  +ovf
A8291   56288e11        000000007fffffff  +ovf
A8292   52e4bc20        000000007fffffff  +ovf
A8293   cb32ab52        ffffffffff4d54ae  rng
A8294   be36d10a        0000000000000000  rng
A8295   441e006c        0000000000000278  rng
A8296   ca9d3fdd        ffffffffffb16012  rng
A8297   4d543530        000000000d435300  rng
A8298   5630c24b        000000007fffffff  +ovf
A8299   518a7de4        000000007fffffff  +ovf
A8300   55c100e0        000000007fffffff  +ovf
A8301   4ae10c34        000000000070861a  rng
A8302   409a626a        0000000000000004  rng
A8303   441ff4a2        000000000000027f  rng
A8304   cab85b30        ffffffffffa3d268  rng
A8305   4ecf4342        0000000067a1a100  rng
A8306   550b1472        000000007fffffff  +ovf
A8307   560c6ca9        000000007fffffff  +ovf
A8308   548328bc        000000007fffffff  +ovf
A8309   49dcba73        00000000001b974e  rng
A8310   bd8f3ca3        0000000000000000  rng
A8311   442249aa        0000000000000289  rng
A8312   4a89439e        000000000044a1cf  rng
A8313   4ef5885a        000000007ac42d00  rng
A8314   5383b2bc        000000007fffffff  +ovf
A8315   552e2bf4        000000007fffffff  +ovf
A8316   54adb5ba        000000007fffffff  +ovf
A8317   4c68805f        0000000003a2017c  rng
A8318   bfb01a1a        ffffffffffffffff  rng
A8319   c461ff6a        fffffffffffffc79  rng
A8320   4a7b9760        00000000003ee5d8  rng
A8321   7fc00000        0000000000000000  NaN
A8322   556d1a83        000000007fffffff  +ovf
A8323   55da1adf        000000007fffffff  +ovf
A8324   53a23a6e        000000007fffffff  +ovf
A8325   4aa1cb6f        000000000050e5b7  rng
A8326   3feaab73        0000000000000001  rng
A8327   42b82820        000000000000005c  rng
A8328   4ac09786        0000000000604bc3  rng
A8329   4dfc6788        000000001f8cf100  rng
A8330   542cecbb        000000007fffffff  +ovf
A8331   52a93c5e        000000007fffffff  +ovf
A8332   53b8ebbd        000000007fffffff  +ovf
A8333   4bca45db        0000000001948bb6  rng
A8334   bfd30b07        ffffffffffffffff  rng
A8335   41f03f40        000000000000001e  rng
A8336   4a585e0c        0000000000361783  rng
A8337   ce6358dc        ffffffffc729c900  rng
A8338   560433b4        000000007fffffff  +ovf
A8339   54430933        000000007fffffff  +ovf
A8340   53cc9b2b        000000007fffffff  +ovf
A8341   4afc2669        00000000007e1334  rng
A8342   7f800000        000000007fffffff  Inf
A8343   c4704d25        fffffffffffffc3f  rng
A8344   4a9f3176        00000000004f98bb  rng
A8345   4eead95a        00000000756cad00  rng
A8346   5572e82b        000000007fffffff  +ovf
A8347   5542617b        000000007fffffff  +ovf
A8348   534c242b        000000007fffffff  +ovf
