# Gmenu-textures DEVICE GTEX dump 2026-06-22T21:20:45+02:00
reached_frame=4560 crash_sigs=0 focus_end=  mCurrentFocus=Window{a022e5a u0 org.opengoal.gk.jak1/org.opengoal.gk.MainActivity}

## GMENU-DBG launch matrix-index decision probe (distinct)
GMENU-DBG s1=1e1a84 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1e1a84 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=500c
GMENU-DBG s1=1e1b24 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=100
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f45a4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=100
GMENU-DBG s1=1f45a4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f5764 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=1204
GMENU-DBG s1=1f5764 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=8
GMENU-DBG s1=1f5764 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=88
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4088
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f7d84 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=8
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4088
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f85e4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=8
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=4400c
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f9de4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1fa674 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1fb064 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1fca44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1fca44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1ffab4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1ffab4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=202b24 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=c
GMENU-DBG s1=202b24 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=c
GMENU-DBG s1=20dd64 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=1004

## GK-SPR3 menu HUD/2D sprite vertex dump (distinct, mode=2 HUD / mode=0 2D)
GK-SPR3 mode=1 idx=13 px=26143.57 py=82637.62 pz=83782.06 sx=3108.2375 sy=742.9666 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=26219.78 py=82616.43 pz=82643.04 sx=2645.0344 sy=767.9438 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=26350.17 py=82617.55 pz=82519.66 sx=3035.3918 sy=910.5045 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=26457.94 py=82634.91 pz=82934.78 sx=1255.2415 sy=671.7664 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=26499.33 py=82618.84 pz=85312.91 sx=2673.6443 sy=731.7285 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=26725.04 py=82620.79 pz=82114.41 sx=3125.7048 sy=932.2922 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=26944.16 py=82622.68 pz=85499.93 sx=2416.1672 sy=662.1015 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=27054.94 py=82629.76 pz=82554.41 sx=5947.3096 sy=5947.3096 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=27151.39 py=82628.92 pz=85009.55 sx=4435.8608 sy=822.9490 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=27154.46 py=82624.49 pz=84981.46 sx=4051.0090 sy=807.2209 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=-2719731.25 py=12840953.00 pz=-15119221.00 sx=235692.6719 sy=235692.6719 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=27327.28 py=82625.98 pz=85005.31 sx=1372.4446 sy=997.2498 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=27545.22 py=82625.52 pz=82142.27 sx=2794.0676 sy=892.4711 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=27614.23 py=82624.93 pz=82520.31 sx=2998.4880 sy=963.5217 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=27945.82 py=82622.07 pz=84917.09 sx=4676.9048 sy=4676.9048 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=28040.97 py=82621.25 pz=82463.35 sx=1366.8542 sy=782.1451 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=28070.14 py=82621.00 pz=85263.74 sx=2261.2126 sy=819.0624 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=28286.24 py=82619.13 pz=82856.11 sx=4901.0342 sy=4901.0342 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=28433.20 py=82617.87 pz=82741.28 sx=4184.9990 sy=866.9557 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=28452.77 py=82635.70 pz=85034.00 sx=2036.4714 sy=894.6915 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=28698.96 py=82637.82 pz=84781.66 sx=1622.8733 sy=957.4042 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=29178.90 py=82641.96 pz=84051.66 sx=2837.3127 sy=757.5310 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=36426.23 py=82105.86 pz=45962.39 sx=4257.2168 sy=894.0126 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=36855.21 py=82109.56 pz=44949.71 sx=3450.1399 sy=856.9704 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=37537.13 py=82115.45 pz=47689.05 sx=2631.0310 sy=731.5576 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=37821.52 py=82117.90 pz=44403.47 sx=3215.9666 sy=939.2307 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=38257.70 py=82121.66 pz=44393.61 sx=3029.5720 sy=812.1409 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=38301.38 py=82122.04 pz=44381.98 sx=4520.6587 sy=967.0526 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=38476.95 py=82123.55 pz=47825.92 sx=2219.3147 sy=906.6697 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=38890.08 py=82127.12 pz=44557.02 sx=4313.9292 sy=959.1532 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=38909.82 py=82127.29 pz=44574.91 sx=4704.1108 sy=835.8552 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=38954.86 py=82127.68 pz=47589.68 sx=1985.3713 sy=883.9919 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=39013.90 py=82128.19 pz=47565.33 sx=3933.4143 sy=825.1336 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=39532.11 py=82132.66 pz=47089.68 sx=3609.7556 sy=664.2648 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=13 px=39716.20 py=82134.25 pz=45438.88 sx=1689.1970 sy=966.8772 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=13 px=39778.61 py=82134.79 pz=45611.38 sx=4645.7065 sy=694.2755 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=13 px=-498920.22 py=227328.27 pz=834460.88 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-498920.53 py=227344.47 pz=837146.50 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-498949.84 py=227237.95 pz=837293.38 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-499394.06 py=208751.42 pz=833304.44 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-500162.38 py=227318.27 pz=840016.75 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-500735.69 py=227253.53 pz=830896.69 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-500736.16 py=227253.53 pz=840710.56 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-500786.78 py=208743.41 pz=824506.44 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-500825.06 py=206575.70 pz=876756.12 sx=4778.2158 sy=4778.2158 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-501052.22 py=210366.33 pz=835770.06 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-501306.59 py=206483.88 pz=879146.19 sx=4630.6680 sy=4630.6680 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-501342.28 py=206500.69 pz=879708.88 sx=4778.2158 sy=4778.2158 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-501691.47 py=208669.88 pz=823733.81 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-501744.03 py=206453.98 pz=878834.75 sx=6426.1367 sy=6426.1367 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-501748.38 py=227315.19 pz=841602.69 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-501832.50 py=206453.98 pz=879141.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-501919.47 py=206453.98 pz=879080.50 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-501921.25 py=210368.00 pz=835218.81 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502247.97 py=227253.77 pz=829672.12 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502483.12 py=206453.98 pz=878685.88 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502621.03 py=384627.06 pz=871643.00 sx=4096.0000 sy=4096.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502621.03 py=384856.72 pz=871643.00 sx=4096.0000 sy=4096.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502621.03 py=388000.53 pz=871643.00 sx=4096.0000 sy=4096.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502700.56 py=206453.98 pz=878533.62 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502851.81 py=210369.78 pz=834781.06 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502909.44 py=227256.94 pz=842289.38 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-502967.88 py=206453.98 pz=878346.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503091.88 py=206453.98 pz=878259.50 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503320.56 py=206453.98 pz=878099.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503658.78 py=206453.98 pz=877862.69 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503682.53 py=206389.61 pz=876875.25 sx=6426.1367 sy=6426.1367 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-503700.66 py=206453.98 pz=877833.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503740.91 py=206453.98 pz=877805.19 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503779.56 py=206453.98 pz=877778.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503852.03 py=206453.98 pz=877727.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-503918.06 py=206453.98 pz=877681.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504077.50 py=206453.98 pz=877569.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504098.44 py=206453.98 pz=877554.69 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504117.75 py=206453.98 pz=877541.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504207.94 py=206453.98 pz=877478.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504224.06 py=206453.98 pz=877466.88 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504236.31 py=206344.25 pz=877918.50 sx=4778.2158 sy=4778.2158 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-504421.50 py=206374.48 pz=881625.12 sx=4778.2158 sy=4778.2158 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-504617.97 py=227266.92 pz=842844.44 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-504725.53 py=208698.97 pz=822420.88 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-505028.72 py=206453.98 pz=876901.75 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-505716.97 py=206238.05 pz=875092.31 sx=4630.6680 sy=4630.6680 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-505866.84 py=210375.56 pz=842397.88 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-505961.06 py=227271.56 pz=835803.38 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-506145.38 py=208712.58 pz=829864.12 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-506505.12 py=206453.98 pz=875868.44 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-506893.16 py=210377.53 pz=834270.50 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-507303.47 py=227257.66 pz=828762.31 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-507847.31 py=206453.98 pz=874929.06 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-508806.84 py=227281.39 pz=829224.69 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-508882.59 py=210381.34 pz=834781.38 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-509055.28 py=206453.98 pz=874083.62 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-509371.88 py=208676.08 pz=836720.38 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-509745.66 py=205954.78 pz=881379.44 sx=4630.6680 sy=4630.6680 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-510173.62 py=227227.94 pz=830004.12 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-510644.47 py=227294.02 pz=830377.06 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-510800.12 py=206453.98 pz=872862.44 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-510976.19 py=227231.17 pz=840924.62 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-511253.47 py=205841.02 pz=873339.19 sx=4630.6680 sy=4630.6680 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-511881.50 py=208767.58 pz=834815.25 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-512011.44 py=205965.05 pz=881866.19 sx=4778.2158 sy=4778.2158 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=13 px=-512509.03 py=227203.77 pz=838718.81 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-512542.69 py=208640.20 pz=825803.38 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-512667.31 py=208775.11 pz=826006.56 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-513103.94 py=227296.22 pz=836402.62 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-513114.66 py=227213.95 pz=835352.88 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-513279.41 py=210389.78 pz=838910.25 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-513557.22 py=208669.94 pz=828288.31 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-513719.09 py=208669.02 pz=829625.88 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-521838.19 py=206453.98 pz=893246.81 sx=1060.8472 sy=1060.8472 mtx=0 uhx=0.00 uhy=0.00 tbp=0x2518 flag=0
GK-SPR3 mode=1 idx=13 px=-529560.44 py=224641.64 pz=859178.44 sx=655.3599 sy=901.1204 mtx=0 uhx=0.00 uhy=0.00 tbp=0x251d flag=0
GK-SPR3 mode=1 idx=13 px=-530051.94 py=224101.02 pz=859859.94 sx=622.5918 sy=966.6565 mtx=0 uhx=0.00 uhy=0.00 tbp=0x251d flag=0
GK-SPR3 mode=1 idx=13 px=-538719.62 py=213623.91 pz=893831.81 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539292.12 py=216613.95 pz=893719.00 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539372.62 py=219483.03 pz=893162.69 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539408.75 py=219459.17 pz=892010.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539409.00 py=219414.73 pz=892010.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539451.25 py=216615.75 pz=891193.00 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539523.94 py=219459.08 pz=893839.81 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539524.12 py=219416.06 pz=893839.81 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539799.38 py=219479.94 pz=890925.38 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=13 px=-539929.81 py=213632.50 pz=895294.69 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
