# Gmenu-textures DEVICE GTEX dump 2026-06-22T21:20:45+02:00
reached_frame=4560 crash_sigs=0 focus_end=  mCurrentFocus=Window{a022e5a u0 org.opengoal.gk.jak1/org.opengoal.gk.MainActivity}

## GMENU-DBG launch matrix-index decision probe (distinct)
GMENU-DBG s1=1e1a84 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1e1a84 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=500c
GMENU-DBG s1=1e1b24 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=100
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f23c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f45a4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=100
GMENU-DBG s1=1f45a4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f5764 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=1204
GMENU-DBG s1=1f5764 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=8
GMENU-DBG s1=1f5764 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=88
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4088
GMENU-DBG s1=1f77c4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f7d84 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=8
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4088
GMENU-DBG s1=1f8054 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f85e4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=8
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=4400c
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1f8a44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1f9de4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1fa674 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1fb064 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=400c
GMENU-DBG s1=1fca44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1fca44 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=1ffab4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=4008
GMENU-DBG s1=1ffab4 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=408c
GMENU-DBG s1=202b24 s6eq64=0 s6eq32=0 lc_matrix(s1+28)=0 s5flags=c
GMENU-DBG s1=202b24 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=c
GMENU-DBG s1=20dd64 s6eq64=0 s6eq32=1 lc_matrix(s1+28)=0 s5flags=1004

## GK-SPR3 menu HUD/2D sprite vertex dump (distinct, mode=2 HUD / mode=0 2D)
GK-SPR3 mode=1 idx=35 px=36606.23 py=82107.41 pz=45349.84 sx=4574.4824 sy=711.3851 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=36734.16 py=82108.52 pz=45230.98 sx=4331.1387 sy=665.3253 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=35 px=36777.62 py=82108.89 pz=47111.61 sx=927.9212 sy=705.9894 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=37196.34 py=82112.51 pz=47439.77 sx=4683.0073 sy=626.2945 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=35 px=37306.61 py=82113.45 pz=44588.69 sx=4288.5864 sy=753.5060 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=35 px=37491.18 py=82115.05 pz=47672.96 sx=2764.3181 sy=967.3542 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=35 px=37848.58 py=82118.13 pz=47781.60 sx=1748.8425 sy=948.2432 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=35 px=38211.88 py=82121.27 pz=44382.03 sx=1809.4939 sy=968.1620 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=35 px=38355.77 py=82122.51 pz=47776.79 sx=3746.9700 sy=830.5439 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=38417.70 py=82123.05 pz=47767.61 sx=1243.3416 sy=987.6165 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=39457.90 py=82132.02 pz=47173.20 sx=2156.0369 sy=724.1572 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=39531.93 py=82132.66 pz=45104.16 sx=3895.1941 sy=915.9116 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=39604.04 py=82133.28 pz=46835.72 sx=1697.4294 sy=890.4834 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b3 flag=0
GK-SPR3 mode=1 idx=35 px=39699.40 py=82134.10 pz=46780.63 sx=996.2918 sy=735.2737 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b9 flag=0
GK-SPR3 mode=1 idx=35 px=39802.08 py=82134.99 pz=46687.43 sx=4354.6802 sy=990.8243 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=35 px=39901.01 py=82135.84 pz=45956.88 sx=4545.8857 sy=847.6382 mtx=0 uhx=0.00 uhy=0.00 tbp=0x24b1 flag=0
GK-SPR3 mode=1 idx=35 px=-497613.12 py=206706.70 pz=875794.62 sx=6895.3032 sy=6895.3032 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-497932.38 py=210413.59 pz=840360.88 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-497932.78 py=210287.33 pz=840360.88 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-498250.16 py=210412.08 pz=845412.94 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-498567.78 py=208709.67 pz=829864.12 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-498583.22 py=208799.58 pz=829389.00 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-498701.97 py=208709.72 pz=828444.94 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-498939.19 py=208795.48 pz=832205.31 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-499680.19 py=227346.23 pz=839256.38 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-499895.84 py=210309.16 pz=836789.69 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-500258.72 py=210402.45 pz=848369.25 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-500460.47 py=206560.00 pz=880768.25 sx=6895.3032 sy=6895.3032 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-500645.78 py=210400.59 pz=836085.31 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-501052.28 py=210398.64 pz=835770.06 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-501468.56 py=206453.98 pz=879396.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-501477.78 py=210396.61 pz=835481.00 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-501653.75 py=206453.98 pz=879266.50 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-501921.28 py=210394.47 pz=835218.81 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502330.12 py=206453.98 pz=878793.00 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502379.69 py=210392.28 pz=834985.31 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502483.12 py=206453.98 pz=878685.88 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502557.22 py=206453.98 pz=878634.00 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502629.69 py=206453.98 pz=878583.25 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502837.44 py=206453.98 pz=878437.75 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502903.47 py=206453.98 pz=878391.50 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502909.62 py=227307.84 pz=842289.38 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-502919.56 py=208749.69 pz=836720.75 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503209.44 py=206453.98 pz=878177.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503265.81 py=206453.98 pz=878137.69 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503320.56 py=206453.98 pz=878099.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503357.62 py=206453.98 pz=851808.75 sx=1199.6802 sy=1199.6802 mtx=0 uhx=0.00 uhy=0.00 tbp=0x2518 flag=0
GK-SPR3 mode=1 idx=35 px=-503373.72 py=206453.98 pz=878062.19 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503475.19 py=206453.98 pz=877991.19 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503740.91 py=206453.98 pz=877805.19 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503802.09 py=206397.80 pz=880052.81 sx=6895.3032 sy=6895.3032 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-503885.84 py=206453.98 pz=877703.69 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503918.06 py=206453.98 pz=877681.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503948.66 py=206453.98 pz=877659.69 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-503977.66 py=206453.98 pz=877639.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504005.03 py=206453.98 pz=877620.19 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504030.81 py=206453.98 pz=877602.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504117.75 py=206453.98 pz=877541.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504166.06 py=206453.98 pz=877507.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504178.94 py=206453.98 pz=877498.38 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504190.22 py=206453.98 pz=877490.50 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504207.94 py=206453.98 pz=877478.12 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504219.22 py=206453.98 pz=877470.25 sx=1024.0000 sy=1024.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504331.12 py=210382.92 pz=850444.62 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-504332.69 py=210358.50 pz=834350.94 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-5050752.50 py=10132612.00 pz=-16560249.00 sx=175952.3594 sy=175952.3594 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-505866.84 py=210375.56 pz=842397.88 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-506021.47 py=206357.05 pz=873107.38 sx=6895.3032 sy=6895.3032 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-506145.38 py=208712.58 pz=829864.12 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-506518.91 py=206378.16 pz=883891.94 sx=6709.9473 sy=6709.9473 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-506560.94 py=227264.44 pz=842946.25 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-508879.12 py=206311.09 pz=882743.50 sx=6709.9473 sy=6709.9473 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-509801.28 py=227225.91 pz=829751.12 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-510256.12 py=210354.52 pz=849314.31 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-510256.56 py=210354.52 pz=835481.44 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-510338.66 py=208664.33 pz=836175.56 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-510400.75 py=206453.98 pz=854259.81 sx=1199.6802 sy=1199.6802 mtx=0 uhx=0.00 uhy=0.00 tbp=0x2518 flag=0
GK-SPR3 mode=1 idx=35 px=-510598.25 py=206262.52 pz=881054.25 sx=6709.9473 sy=6709.9473 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-510681.31 py=210429.11 pz=849025.19 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-510975.53 py=208714.44 pz=835702.75 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-511332.06 py=208652.91 pz=824340.12 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-512487.66 py=206211.75 pz=874614.69 sx=6709.9473 sy=6709.9473 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-512494.06 py=210343.80 pz=847212.62 sx=11264.0000 sy=11264.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-512625.06 py=227192.33 pz=833164.12 sx=9216.0000 sy=9216.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-512705.81 py=206206.42 pz=873251.56 sx=6709.9473 sy=6709.9473 mtx=0 uhx=0.00 uhy=0.00 tbp=0x26e1 flag=0
GK-SPR3 mode=1 idx=35 px=-513351.62 py=208629.67 pz=827522.38 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-513485.00 py=208715.39 pz=831748.31 sx=10240.0000 sy=10240.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-538600.25 py=213647.03 pz=891937.31 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-538654.50 py=213597.11 pz=893650.00 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-539208.56 py=213641.45 pz=890742.94 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-539617.62 py=213646.05 pz=890333.88 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-539694.69 py=219513.31 pz=891131.62 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-539929.75 py=213642.28 pz=895294.69 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-539929.81 py=213617.66 pz=890107.19 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-540680.44 py=219496.48 pz=889860.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-540811.88 py=213643.30 pz=889725.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-541000.19 py=213634.91 pz=895718.50 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-541190.88 py=213644.55 pz=889653.12 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-541575.75 py=213644.17 pz=892700.88 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-541960.81 py=213650.38 pz=895748.62 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-542524.50 py=213659.45 pz=889779.19 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-543029.88 py=219456.39 pz=892700.88 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-543259.25 py=216658.83 pz=892700.88 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-543720.19 py=219444.61 pz=889079.75 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-543720.88 py=219444.59 pz=896321.94 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-544267.44 py=213687.53 pz=891220.88 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-545552.94 py=219413.33 pz=890013.50 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-548407.19 py=208678.67 pz=891115.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-548724.00 py=211649.42 pz=888488.50 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-548769.75 py=211649.23 pz=891778.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-548785.19 py=208684.69 pz=887846.88 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-549878.50 py=211644.77 pz=886472.44 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-550696.19 py=214594.44 pz=889404.81 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-550741.12 py=211641.30 pz=894414.25 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-551217.81 py=214594.44 pz=887798.81 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-551694.69 py=214594.44 pz=892840.81 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-551882.12 py=214610.19 pz=893053.38 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-553507.75 py=214602.39 pz=894158.12 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-553626.19 py=208761.73 pz=890063.06 sx=4096.0000 sy=4096.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-554015.81 py=208767.94 pz=895373.56 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-555166.31 py=214594.44 pz=889968.88 sx=2048.0000 sy=2048.0000 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-555526.25 py=211640.78 pz=895103.69 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
GK-SPR3 mode=1 idx=35 px=-556009.94 py=211644.12 pz=885213.88 sx=6389.7598 sy=6389.7598 mtx=0 uhx=0.00 uhy=0.00 tbp=0x25d2 flag=0
