== ANALYSIS ==
-- distinct st= tags seen --
    397 st=
-- EGRAB / EGRAB-OFF / EGRAB-JUMP lines --
  edge-grab line count = 0
-- launch lines (|tv| > 150000) --
06-27 07:37:26.537 I/GK_STDOUT(24647): GLEDGE f=2179 st=other tr=-5201077.0,-463826.1,4127238.5 tv=-9890.1,-163840.0,39748.0 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.554 I/GK_STDOUT(24647): GLEDGE f=2180 st=other tr=-5201247.5,-466556.7,4127899.5 tv=-10217.9,-163840.0,39665.0 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.570 I/GK_STDOUT(24647): GLEDGE f=2181 st=other tr=-5201423.5,-469287.4,4128559.2 tv=-10545.7,-163840.0,39579.2 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:26.588 I/GK_STDOUT(24647): GLEDGE f=2182 st=other tr=-5201604.5,-472018.0,4129217.5 tv=-10865.3,-163840.0,39492.6 |tv|=168882.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.189 I/GK_STDOUT(24647): GLEDGE f=2218 st=other tr=-5201604.5,-519941.2,4129217.5 tv=0.0,-151552.0,0.0 |tv|=151552.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.205 I/GK_STDOUT(24647): GLEDGE f=2219 st=other tr=-5201604.5,-522535.4,4129217.5 tv=0.0,-155648.0,0.0 |tv|=155648.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.223 I/GK_STDOUT(24647): GLEDGE f=2220 st=other tr=-5201604.5,-525197.8,4129217.5 tv=0.0,-159744.0,0.0 |tv|=159744.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.239 I/GK_STDOUT(24647): GLEDGE f=2221 st=other tr=-5201604.5,-527928.4,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.257 I/GK_STDOUT(24647): GLEDGE f=2222 st=other tr=-5201604.5,-530659.1,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.272 I/GK_STDOUT(24647): GLEDGE f=2223 st=other tr=-5201604.5,-533389.8,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.289 I/GK_STDOUT(24647): GLEDGE f=2224 st=other tr=-5201604.5,-536120.5,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.307 I/GK_STDOUT(24647): GLEDGE f=2225 st=other tr=-5201604.5,-538851.2,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.323 I/GK_STDOUT(24647): GLEDGE f=2226 st=other tr=-5201604.5,-541581.9,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.339 I/GK_STDOUT(24647): GLEDGE f=2227 st=other tr=-5201604.5,-544312.6,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.357 I/GK_STDOUT(24647): GLEDGE f=2228 st=other tr=-5201604.5,-547043.2,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.373 I/GK_STDOUT(24647): GLEDGE f=2229 st=other tr=-5201604.5,-549773.9,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.389 I/GK_STDOUT(24647): GLEDGE f=2230 st=other tr=-5201604.5,-552504.6,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.407 I/GK_STDOUT(24647): GLEDGE f=2231 st=other tr=-5201604.5,-555235.3,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.423 I/GK_STDOUT(24647): GLEDGE f=2232 st=other tr=-5201604.5,-557966.0,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.439 I/GK_STDOUT(24647): GLEDGE f=2233 st=other tr=-5201604.5,-560696.7,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.457 I/GK_STDOUT(24647): GLEDGE f=2234 st=other tr=-5201604.5,-563427.4,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.474 I/GK_STDOUT(24647): GLEDGE f=2235 st=other tr=-5201604.5,-566158.1,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:37:27.489 I/GK_STDOUT(24647): GLEDGE f=2236 st=other tr=-5201604.5,-568888.8,4129217.5 tv=0.0,-163840.0,0.0 |tv|=163840.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.331 I/GK_STDOUT(24647): GLEDGE f=4239 st=other tr=-5090613.5,-2036.3,4143817.0 tv=16942.2,-147456.0,-29756.3 |tv|=151379.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.352 I/GK_STDOUT(24647): GLEDGE f=4240 st=other tr=-5090051.5,-7156.3,4142823.5 tv=16849.4,-155648.0,-29809.0 |tv|=159370.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.367 I/GK_STDOUT(24647): GLEDGE f=4241 st=other tr=-5089771.5,-9818.7,4142326.2 tv=16809.3,-159744.0,-29831.6 |tv|=163372.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.386 I/GK_STDOUT(24647): GLEDGE f=4242 st=other tr=-5089492.0,-12549.3,4141828.8 tv=16780.4,-163840.0,-29847.9 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.403 I/GK_STDOUT(24647): GLEDGE f=4243 st=other tr=-5089213.0,-15280.0,4141330.8 tv=16734.8,-163840.0,-29873.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.417 I/GK_STDOUT(24647): GLEDGE f=4244 st=other tr=-5088934.5,-18010.7,4140832.5 tv=16705.3,-163840.0,-29890.0 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.426 I/GK_STDOUT(24647): GLEDGE f=4245 st=other tr=-5088655.5,-20741.3,4140334.8 tv=16745.1,-163840.0,-29867.7 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.452 I/GK_STDOUT(24647): GLEDGE f=4246 st=other tr=-5088374.0,-23472.0,4139838.2 tv=16893.8,-163840.0,-29783.9 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.463 I/GK_STDOUT(24647): GLEDGE f=4247 st=other tr=-5087802.0,-28933.3,4138850.8 tv=17168.8,-163840.0,-29626.2 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.470 I/GK_STDOUT(24647): GLEDGE f=4248 st=other tr=-5087498.5,-31664.0,4138367.5 tv=18224.2,-163840.0,-28988.9 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.485 I/GK_STDOUT(24647): GLEDGE f=4249 st=other tr=-5087187.5,-34394.7,4137889.0 tv=18650.3,-163840.0,-28716.6 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.503 I/GK_STDOUT(24647): GLEDGE f=4250 st=other tr=-5086868.5,-37125.3,4137415.8 tv=19128.8,-163840.0,-28400.1 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.518 I/GK_STDOUT(24647): GLEDGE f=4251 st=other tr=-5086541.0,-39856.0,4136948.5 tv=19650.0,-163840.0,-28042.1 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.537 I/GK_STDOUT(24647): GLEDGE f=4252 st=other tr=-5086204.5,-42586.7,4136487.8 tv=20196.4,-163840.0,-27651.2 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.552 I/GK_STDOUT(24647): GLEDGE f=4253 st=other tr=-5085858.5,-45317.3,4136034.0 tv=20762.3,-163840.0,-27228.8 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.569 I/GK_STDOUT(24647): GLEDGE f=4254 st=other tr=-5085503.0,-48048.0,4135587.8 tv=21337.6,-163840.0,-26780.3 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.586 I/GK_STDOUT(24647): GLEDGE f=4255 st=other tr=-5085137.5,-50778.7,4135149.2 tv=21922.1,-163840.0,-26304.0 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.603 I/GK_STDOUT(24647): GLEDGE f=4256 st=other tr=-5084762.5,-53509.3,4134719.0 tv=22503.3,-163840.0,-25808.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.618 I/GK_STDOUT(24647): GLEDGE f=4257 st=other tr=-5084378.0,-56240.0,4134297.2 tv=23065.0,-163840.0,-25307.9 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.638 I/GK_STDOUT(24647): GLEDGE f=4258 st=other tr=-5083985.0,-58970.7,4133883.8 tv=23593.9,-163840.0,-24815.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.652 I/GK_STDOUT(24647): GLEDGE f=4259 st=other tr=-5083583.5,-61701.3,4133478.0 tv=24079.6,-163840.0,-24344.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.669 I/GK_STDOUT(24647): GLEDGE f=4260 st=other tr=-5083175.0,-64432.0,4133079.5 tv=24508.8,-163840.0,-23912.4 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.685 I/GK_STDOUT(24647): GLEDGE f=4261 st=other tr=-5082760.5,-67162.7,4132687.2 tv=24872.1,-163840.0,-23534.1 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.703 I/GK_STDOUT(24647): GLEDGE f=4262 st=other tr=-5082341.0,-69893.3,4132300.5 tv=25174.4,-163840.0,-23210.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.720 I/GK_STDOUT(24647): GLEDGE f=4263 st=other tr=-5081917.5,-72624.0,4131918.2 tv=25424.7,-163840.0,-22936.0 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.736 I/GK_STDOUT(24647): GLEDGE f=4264 st=other tr=-5081490.5,-75354.7,4131539.8 tv=25628.8,-163840.0,-22707.8 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.753 I/GK_STDOUT(24647): GLEDGE f=4265 st=other tr=-5081060.5,-78085.3,4131164.2 tv=25791.7,-163840.0,-22522.7 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.768 I/GK_STDOUT(24647): GLEDGE f=4266 st=other tr=-5080628.5,-80816.0,4130791.2 tv=25919.9,-163840.0,-22375.0 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.786 I/GK_STDOUT(24647): GLEDGE f=4267 st=other tr=-5080195.0,-83546.7,4130420.2 tv=26021.0,-163840.0,-22257.2 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.802 I/GK_STDOUT(24647): GLEDGE f=4268 st=other tr=-5079760.0,-86277.3,4130050.8 tv=26095.2,-163840.0,-22170.3 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.820 I/GK_STDOUT(24647): GLEDGE f=4269 st=other tr=-5079324.5,-89008.0,4129682.2 tv=26141.9,-163840.0,-22115.2 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.838 I/GK_STDOUT(24647): GLEDGE f=4270 st=other tr=-5078888.5,-91738.6,4129314.0 tv=26163.7,-163840.0,-22089.3 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.853 I/GK_STDOUT(24647): GLEDGE f=4271 st=other tr=-5078452.5,-94469.3,4128946.0 tv=26168.0,-163840.0,-22084.2 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.868 I/GK_STDOUT(24647): GLEDGE f=4272 st=other tr=-5078016.5,-97200.0,4128577.8 tv=26158.4,-163840.0,-22095.6 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.886 I/GK_STDOUT(24647): GLEDGE f=4273 st=other tr=-5077581.0,-99930.6,4128209.0 tv=26138.9,-163840.0,-22118.7 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.902 I/GK_STDOUT(24647): GLEDGE f=4274 st=other tr=-5077146.0,-102661.3,4127839.8 tv=26114.5,-163840.0,-22147.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.920 I/GK_STDOUT(24647): GLEDGE f=4275 st=other tr=-5076711.5,-105392.0,4127470.0 tv=26082.9,-163840.0,-22184.8 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.937 I/GK_STDOUT(24647): GLEDGE f=4276 st=other tr=-5076277.5,-108122.6,4127099.5 tv=26049.6,-163840.0,-22223.8 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.953 I/GK_STDOUT(24647): GLEDGE f=4277 st=other tr=-5075844.0,-110853.3,4126728.5 tv=26014.8,-163840.0,-22264.5 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.979 I/GK_STDOUT(24647): GLEDGE f=4278 st=other tr=-5075411.0,-113584.0,4126356.8 tv=25978.6,-163840.0,-22306.8 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:18.992 I/GK_STDOUT(24647): GLEDGE f=4279 st=other tr=-5074546.0,-119045.3,4125611.8 tv=25940.7,-163840.0,-22350.9 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.005 I/GK_STDOUT(24647): GLEDGE f=4280 st=other tr=-5074115.0,-121776.0,4125237.8 tv=25863.5,-163840.0,-22440.1 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.020 I/GK_STDOUT(24647): GLEDGE f=4281 st=other tr=-5073684.5,-124506.6,4124863.2 tv=25836.3,-163840.0,-22471.4 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.036 I/GK_STDOUT(24647): GLEDGE f=4282 st=other tr=-5073254.5,-127237.3,4124488.2 tv=25808.2,-163840.0,-22503.7 |tv|=167379.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.053 I/GK_STDOUT(24647): GLEDGE f=4283 st=other tr=-5072867.5,-129967.9,4124150.8 tv=23227.4,-163840.0,-20253.4 |tv|=166713.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.069 I/GK_STDOUT(24647): GLEDGE f=4284 st=other tr=-5072519.0,-132698.6,4123847.0 tv=20904.6,-163840.0,-18228.0 |tv|=166171.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.086 I/GK_STDOUT(24647): GLEDGE f=4285 st=other tr=-5072205.5,-135429.3,4123573.5 tv=18814.2,-163840.0,-16405.2 |tv|=165730.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.104 I/GK_STDOUT(24647): GLEDGE f=4286 st=other tr=-5071923.5,-138160.0,4123327.5 tv=16932.7,-163840.0,-14764.7 |tv|=165373.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.120 I/GK_STDOUT(24647): GLEDGE f=4287 st=other tr=-5071669.5,-140890.6,4123106.0 tv=15239.5,-163840.0,-13288.2 |tv|=165082.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.136 I/GK_STDOUT(24647): GLEDGE f=4288 st=other tr=-5071441.0,-143621.3,4122906.8 tv=13715.5,-163840.0,-11959.4 |tv|=164847.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.154 I/GK_STDOUT(24647): GLEDGE f=4289 st=other tr=-5071235.5,-146352.0,4122727.2 tv=12344.0,-163840.0,-10763.5 |tv|=164656.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.169 I/GK_STDOUT(24647): GLEDGE f=4290 st=other tr=-5071050.5,-149082.6,4122565.8 tv=11109.6,-163840.0,-9687.1 |tv|=164501.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.187 I/GK_STDOUT(24647): GLEDGE f=4291 st=other tr=-5070884.0,-151813.3,4122420.5 tv=9998.6,-163840.0,-8718.4 |tv|=164376.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.203 I/GK_STDOUT(24647): GLEDGE f=4292 st=other tr=-5070734.0,-154544.0,4122289.8 tv=8998.8,-163840.0,-7846.6 |tv|=164274.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.220 I/GK_STDOUT(24647): GLEDGE f=4293 st=other tr=-5070599.0,-157274.7,4122172.0 tv=8098.9,-163840.0,-7061.9 |tv|=164192.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.237 I/GK_STDOUT(24647): GLEDGE f=4294 st=other tr=-5070477.5,-160005.3,4122066.0 tv=7289.0,-163840.0,-6355.7 |tv|=164125.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.254 I/GK_STDOUT(24647): GLEDGE f=4295 st=other tr=-5070368.0,-162736.0,4121970.8 tv=6560.1,-163840.0,-5720.1 |tv|=164071.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.269 I/GK_STDOUT(24647): GLEDGE f=4296 st=other tr=-5070269.5,-165466.7,4121885.0 tv=5904.1,-163840.0,-5148.1 |tv|=164027.2 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:38:19.287 I/GK_STDOUT(24647): GLEDGE f=4297 st=other tr=-5070181.0,-168197.3,4121807.8 tv=5313.7,-163840.0,-4633.3 |tv|=163991.6 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
