== ANALYSIS ==
-- distinct st= tags seen --
    225 st=
-- EGRAB / EGRAB-OFF / EGRAB-JUMP lines --
  edge-grab line count = 0
-- launch lines (|tv| > 150000) --
06-27 07:24:56.880 I/GK_STDOUT(21584): GLEDGE f=5685 st=other tr=-5037371.5,-231862.0,4151505.8 tv=35567.3,-163840.0,15493.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.898 I/GK_STDOUT(21584): GLEDGE f=5686 st=other tr=-5036780.0,-234592.7,4151766.8 tv=35492.4,-163840.0,15664.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.913 I/GK_STDOUT(21584): GLEDGE f=5687 st=other tr=-5036189.5,-237323.4,4152030.8 tv=35415.2,-163840.0,15837.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.930 I/GK_STDOUT(21584): GLEDGE f=5688 st=other tr=-5035600.5,-240054.0,4152297.5 tv=35337.7,-163840.0,16010.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.949 I/GK_STDOUT(21584): GLEDGE f=5689 st=other tr=-5035013.0,-242784.7,4152567.2 tv=35257.6,-163840.0,16185.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.963 I/GK_STDOUT(21584): GLEDGE f=5690 st=other tr=-5034427.0,-245515.4,4152840.0 tv=35175.0,-163840.0,16364.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.981 I/GK_STDOUT(21584): GLEDGE f=5691 st=other tr=-5033842.0,-248246.1,4153115.8 tv=35087.1,-163840.0,16552.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:56.997 I/GK_STDOUT(21584): GLEDGE f=5692 st=other tr=-5033258.5,-250976.7,4153394.8 tv=34998.0,-163840.0,16739.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.014 I/GK_STDOUT(21584): GLEDGE f=5693 st=other tr=-5032676.5,-253707.4,4153677.0 tv=34906.9,-163840.0,16928.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.031 I/GK_STDOUT(21584): GLEDGE f=5694 st=other tr=-5032096.5,-256438.1,4153962.2 tv=34814.8,-163840.0,17117.4 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.048 I/GK_STDOUT(21584): GLEDGE f=5695 st=other tr=-5031518.0,-259168.8,4154250.8 tv=34718.8,-163840.0,17311.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.065 I/GK_STDOUT(21584): GLEDGE f=5696 st=other tr=-5030941.0,-261899.4,4154542.5 tv=34621.9,-163840.0,17504.4 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.080 I/GK_STDOUT(21584): GLEDGE f=5697 st=other tr=-5030365.5,-264630.1,4154837.5 tv=34524.0,-163840.0,17696.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.098 I/GK_STDOUT(21584): GLEDGE f=5698 st=other tr=-5029791.5,-267360.8,4155135.8 tv=34425.1,-163840.0,17888.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.114 I/GK_STDOUT(21584): GLEDGE f=5699 st=other tr=-5029219.5,-270091.4,4155437.2 tv=34321.8,-163840.0,18085.7 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.130 I/GK_STDOUT(21584): GLEDGE f=5700 st=other tr=-5028649.0,-272822.1,4155742.0 tv=34217.3,-163840.0,18282.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.148 I/GK_STDOUT(21584): GLEDGE f=5701 st=other tr=-5028080.5,-275552.7,4156050.0 tv=34111.9,-163840.0,18478.4 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.165 I/GK_STDOUT(21584): GLEDGE f=5702 st=other tr=-5027513.5,-278283.4,4156361.2 tv=34008.7,-163840.0,18667.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.180 I/GK_STDOUT(21584): GLEDGE f=5703 st=other tr=-5026948.5,-281014.0,4156675.5 tv=33904.3,-163840.0,18856.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.198 I/GK_STDOUT(21584): GLEDGE f=5704 st=other tr=-5026385.0,-283744.7,4156993.0 tv=33798.9,-163840.0,19045.0 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.214 I/GK_STDOUT(21584): GLEDGE f=5705 st=other tr=-5025823.5,-286475.3,4157313.5 tv=33692.2,-163840.0,19233.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.231 I/GK_STDOUT(21584): GLEDGE f=5706 st=other tr=-5025264.0,-289206.0,4157637.2 tv=33584.5,-163840.0,19420.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.249 I/GK_STDOUT(21584): GLEDGE f=5707 st=other tr=-5024706.0,-291936.7,4157964.0 tv=33475.6,-163840.0,19607.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.264 I/GK_STDOUT(21584): GLEDGE f=5708 st=other tr=-5024150.0,-294667.3,4158294.0 tv=33365.7,-163840.0,19794.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.281 I/GK_STDOUT(21584): GLEDGE f=5709 st=other tr=-5023596.0,-297398.0,4158627.0 tv=33254.6,-163840.0,19980.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.298 I/GK_STDOUT(21584): GLEDGE f=5710 st=other tr=-5023043.5,-300128.6,4158963.0 tv=33142.6,-163840.0,20165.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.316 I/GK_STDOUT(21584): GLEDGE f=5711 st=other tr=-5022493.0,-302859.3,4159302.2 tv=33029.4,-163840.0,20350.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.331 I/GK_STDOUT(21584): GLEDGE f=5712 st=other tr=-5021944.5,-305589.9,4159644.5 tv=32915.2,-163840.0,20534.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.348 I/GK_STDOUT(21584): GLEDGE f=5713 st=other tr=-5021398.0,-308320.6,4159989.8 tv=32799.9,-163840.0,20718.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.366 I/GK_STDOUT(21584): GLEDGE f=5714 st=other tr=-5020853.5,-311051.2,4160338.0 tv=32683.6,-163840.0,20901.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.381 I/GK_STDOUT(21584): GLEDGE f=5715 st=other tr=-5020310.5,-313781.9,4160689.5 tv=32566.3,-163840.0,21083.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.398 I/GK_STDOUT(21584): GLEDGE f=5716 st=other tr=-5019769.5,-316512.6,4161044.0 tv=32447.8,-163840.0,21265.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.416 I/GK_STDOUT(21584): GLEDGE f=5717 st=other tr=-5019230.5,-319243.2,4161401.5 tv=32328.5,-163840.0,21446.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.431 I/GK_STDOUT(21584): GLEDGE f=5718 st=other tr=-5018693.5,-321973.9,4161762.0 tv=32208.0,-163840.0,21626.9 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.449 I/GK_STDOUT(21584): GLEDGE f=5719 st=other tr=-5018158.5,-324704.5,4162125.5 tv=32086.4,-163840.0,21806.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.467 I/GK_STDOUT(21584): GLEDGE f=5720 st=other tr=-5017626.0,-327435.2,4162492.0 tv=31960.7,-163840.0,21990.7 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.481 I/GK_STDOUT(21584): GLEDGE f=5721 st=other tr=-5017095.5,-330165.8,4162861.5 tv=31837.8,-163840.0,22168.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.499 I/GK_STDOUT(21584): GLEDGE f=5722 st=other tr=-5016567.0,-332896.5,4163234.0 tv=31713.9,-163840.0,22345.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.516 I/GK_STDOUT(21584): GLEDGE f=5723 st=other tr=-5016040.5,-335627.2,4163609.2 tv=31588.9,-163840.0,22521.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.531 I/GK_STDOUT(21584): GLEDGE f=5724 st=other tr=-5015516.0,-338357.8,4163987.5 tv=31462.9,-163840.0,22697.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.548 I/GK_STDOUT(21584): GLEDGE f=5725 st=other tr=-5014993.5,-341088.5,4164368.8 tv=31335.8,-163840.0,22872.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.566 I/GK_STDOUT(21584): GLEDGE f=5726 st=other tr=-5014473.5,-343819.1,4164752.8 tv=31207.7,-163840.0,23046.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.581 I/GK_STDOUT(21584): GLEDGE f=5727 st=other tr=-5013955.5,-346549.8,4165139.8 tv=31078.6,-163840.0,23220.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.598 I/GK_STDOUT(21584): GLEDGE f=5728 st=other tr=-5013439.5,-349280.4,4165529.8 tv=30948.4,-163840.0,23393.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.617 I/GK_STDOUT(21584): GLEDGE f=5729 st=other tr=-5012926.0,-352011.1,4165922.5 tv=30817.4,-163840.0,23566.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.632 I/GK_STDOUT(21584): GLEDGE f=5730 st=other tr=-5012414.5,-354741.8,4166318.2 tv=30685.4,-163840.0,23737.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.648 I/GK_STDOUT(21584): GLEDGE f=5731 st=other tr=-5011905.5,-357472.4,4166716.8 tv=30552.4,-163840.0,23908.7 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.666 I/GK_STDOUT(21584): GLEDGE f=5732 st=other tr=-5011398.5,-360203.1,4167118.0 tv=30418.5,-163840.0,24078.9 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.683 I/GK_STDOUT(21584): GLEDGE f=5733 st=other tr=-5010894.0,-362933.7,4167522.2 tv=30283.6,-163840.0,24248.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.698 I/GK_STDOUT(21584): GLEDGE f=5734 st=other tr=-5010391.5,-365664.4,4167929.2 tv=30147.9,-163840.0,24416.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.717 I/GK_STDOUT(21584): GLEDGE f=5735 st=other tr=-5009891.5,-368395.0,4168339.0 tv=30011.2,-163840.0,24584.6 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.732 I/GK_STDOUT(21584): GLEDGE f=5736 st=other tr=-5009393.5,-371125.7,4168751.5 tv=29873.6,-163840.0,24751.7 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.748 I/GK_STDOUT(21584): GLEDGE f=5737 st=other tr=-5008898.0,-373856.3,4169166.8 tv=29735.1,-163840.0,24917.8 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.766 I/GK_STDOUT(21584): GLEDGE f=5738 st=other tr=-5008404.5,-376587.0,4169584.8 tv=29595.8,-163840.0,25083.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.783 I/GK_STDOUT(21584): GLEDGE f=5739 st=other tr=-5007913.5,-379317.7,4170005.5 tv=29455.5,-163840.0,25247.7 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.798 I/GK_STDOUT(21584): GLEDGE f=5740 st=other tr=-5007425.0,-382048.3,4170429.0 tv=29314.4,-163840.0,25411.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.817 I/GK_STDOUT(21584): GLEDGE f=5741 st=other tr=-5006939.0,-384779.0,4170855.2 tv=29172.4,-163840.0,25574.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.832 I/GK_STDOUT(21584): GLEDGE f=5742 st=other tr=-5006455.0,-387509.6,4171284.2 tv=29029.5,-163840.0,25736.4 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.849 I/GK_STDOUT(21584): GLEDGE f=5743 st=other tr=-5005973.5,-390240.3,4171716.0 tv=28885.7,-163840.0,25897.7 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.866 I/GK_STDOUT(21584): GLEDGE f=5744 st=other tr=-5005494.5,-392970.9,4172150.2 tv=28741.2,-163840.0,26058.0 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.883 I/GK_STDOUT(21584): GLEDGE f=5745 st=other tr=-5005018.0,-395701.6,4172587.2 tv=28595.7,-163840.0,26217.5 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.899 I/GK_STDOUT(21584): GLEDGE f=5746 st=other tr=-5004544.0,-398432.2,4173026.8 tv=28449.4,-163840.0,26376.3 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.933 I/GK_STDOUT(21584): GLEDGE f=5747 st=other tr=-5004072.5,-401162.9,4173469.0 tv=28302.2,-163840.0,26534.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.940 I/GK_STDOUT(21584): GLEDGE f=5748 st=other tr=-5002665.5,-409354.9,4174803.2 tv=28154.3,-163840.0,26691.1 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.948 I/GK_STDOUT(21584): GLEDGE f=5749 st=other tr=-5002207.5,-412085.5,4175259.5 tv=27482.6,-163840.0,27382.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.976 I/GK_STDOUT(21584): GLEDGE f=5750 st=other tr=-5001751.0,-414816.2,4175717.5 tv=27387.5,-163840.0,27477.2 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.986 I/GK_STDOUT(21584): GLEDGE f=5751 st=other tr=-5000842.0,-420277.5,4176637.0 tv=27277.6,-163840.0,27586.4 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:57.999 I/GK_STDOUT(21584): GLEDGE f=5752 st=other tr=-5000392.5,-423008.2,4177102.0 tv=26961.9,-163840.0,27895.0 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.015 I/GK_STDOUT(21584): GLEDGE f=5753 st=other tr=-4999945.0,-425738.8,4177568.8 tv=26843.6,-163840.0,28008.9 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.032 I/GK_STDOUT(21584): GLEDGE f=5754 st=other tr=-4999499.5,-428469.5,4178037.5 tv=26715.6,-163840.0,28130.9 |tv|=168370.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.048 I/GK_STDOUT(21584): GLEDGE f=5755 st=other tr=-4999099.0,-431200.1,4178459.5 tv=24044.1,-163840.0,25317.9 |tv|=167519.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.067 I/GK_STDOUT(21584): GLEDGE f=5756 st=other tr=-4998738.5,-433930.8,4178839.2 tv=21639.7,-163840.0,22786.1 |tv|=166826.3 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.084 I/GK_STDOUT(21584): GLEDGE f=5757 st=other tr=-4998414.0,-436661.4,4179181.0 tv=19475.7,-163840.0,20507.5 |tv|=166263.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.099 I/GK_STDOUT(21584): GLEDGE f=5758 st=other tr=-4998122.0,-439392.1,4179488.5 tv=17528.1,-163840.0,18456.7 |tv|=165805.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.118 I/GK_STDOUT(21584): GLEDGE f=5759 st=other tr=-4997859.0,-442122.8,4179765.2 tv=15775.3,-163840.0,16611.0 |tv|=165433.8 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.133 I/GK_STDOUT(21584): GLEDGE f=5760 st=other tr=-4997622.5,-444853.4,4180014.5 tv=14197.8,-163840.0,14949.9 |tv|=165132.1 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.149 I/GK_STDOUT(21584): GLEDGE f=5761 st=other tr=-4997409.5,-447584.1,4180238.8 tv=12778.0,-163840.0,13455.0 |tv|=164887.4 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.168 I/GK_STDOUT(21584): GLEDGE f=5762 st=other tr=-4997218.0,-450314.7,4180440.5 tv=11500.2,-163840.0,12109.5 |tv|=164688.9 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.184 I/GK_STDOUT(21584): GLEDGE f=5763 st=other tr=-4997045.5,-453045.4,4180622.2 tv=10350.2,-163840.0,10898.5 |tv|=164528.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.199 I/GK_STDOUT(21584): GLEDGE f=5764 st=other tr=-4996890.0,-455776.0,4180785.8 tv=9315.2,-163840.0,9808.7 |tv|=164397.5 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.218 I/GK_STDOUT(21584): GLEDGE f=5765 st=other tr=-4996750.5,-458506.7,4180933.0 tv=8383.7,-163840.0,8827.8 |tv|=164291.7 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
06-27 07:24:58.232 I/GK_STDOUT(21584): GLEDGE f=5766 st=other tr=-4996624.5,-461237.3,4181065.5 tv=7545.3,-163840.0,7945.0 |tv|=164206.0 uv100=0.0000,0.0000,0.0000 uv101=0.0000,0.0000,0.0000 wv0=0.0,0.0,0.0 wv1=0.0,0.0,0.0 egpat=00000000
